backbone,model,method,condition,budget,accuracy_delta_mean,accuracy_delta_std,accuracy_delta_min,accuracy_delta_max,singleton_accuracy_delta_mean,singleton_accuracy_delta_std,singleton_accuracy_delta_min,singleton_accuracy_delta_max,joint_wrong_pair_delta_mean,joint_wrong_pair_delta_std,joint_wrong_pair_delta_min,joint_wrong_pair_delta_max,same_wrong_pair_delta_mean,same_wrong_pair_delta_std,same_wrong_pair_delta_min,same_wrong_pair_delta_max,any_single_correct_set_wrong_delta_mean,any_single_correct_set_wrong_delta_std,any_single_correct_set_wrong_delta_min,any_single_correct_set_wrong_delta_max,all_single_wrong_set_correct_delta_mean,all_single_wrong_set_correct_delta_std,all_single_wrong_set_correct_delta_min,all_single_wrong_set_correct_delta_max,nll_delta_mean,nll_delta_std,nll_delta_min,nll_delta_max,brier_delta_mean,brier_delta_std,brier_delta_min,brier_delta_max,top5_delta_mean,top5_delta_std,top5_delta_min,top5_delta_max
dinov2,deepsets,probability_pool,difficulty_matched,1,-2.7755575615628914e-17,1.6440984067475414e-17,-3.700743415417188e-17,0.0,-2.7755575615628914e-17,1.6440984067475414e-17,-3.700743415417188e-17,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.742676317012676e-10,2.0220886403235593e-10,2.739649248203098e-10,8.40599293875736e-10,-2.5738999820390517e-11,7.898212693642012e-12,-4.0419371553449914e-11,-3.502716635258215e-12,5.551115123125783e-17,1.8984413154198558e-17,3.700743415417188e-17,7.401486830834377e-17
dinov2,deepsets,probability_pool,difficulty_matched,2,0.06839028139342605,0.005210085827647125,0.06094324089607117,0.0806874670868382,0.0,0.0,0.0,0.0,-0.06065103281298249,0.006206859030473842,-0.07126726348424459,-0.04967746264916076,-0.09882687106743707,0.0032025142583069735,-0.10434746071538521,-0.09350918124503027,-0.0052898094800610555,0.003514321194074343,-0.01102439081998831,0.0008766623546497704,0.002449439100382497,0.0023316055610954956,-0.001221289192987306,0.008468557996859883,-0.20834174893045404,0.00932769162636281,-0.22702351645949195,-0.19559540885393978,-0.0426022229183298,0.0019747103848089,-0.046566456122208257,-0.038548735641215894,0.04186258826195938,0.0037851239177616497,0.03313642157981785,0.04595137275954897
dinov2,deepsets,probability_pool,difficulty_matched,3,0.07154970760233911,0.01433834802817047,0.03596491228070168,0.09327485380116958,1.4802973661668754e-17,2.2139439970800027e-17,0.0,7.401486830834377e-17,-0.04261208576998049,0.0077455515149935554,-0.058089668615984386,-0.030311890838206613,-0.06443957115009745,0.003977638410938172,-0.07032163742690058,-0.053947368421052626,-0.015526315789473685,0.008831438650648905,-0.03260233918128655,0.008040935672514614,0.00010233918128654972,0.0020308375007616246,-0.0014619883040935672,0.0035087719298245615,-0.2628047799367769,0.0192780969122515,-0.2923822169301974,-0.229867113689559,-0.03510886588991771,0.0027430775303165606,-0.03923933071243416,-0.0299770792836828,0.0535380116959064,0.009846421107449987,0.037719298245613965,0.07192982456140355
dinov2,deepsets,probability_pool,difficulty_matched,4,0.027222222222222224,0.03973188243880793,-0.055555555555555546,0.0888888888888889,5.2735593669694933e-17,1.2412670766236365e-17,0.0,5.551115123125783e-17,-0.06731481481481483,0.020962293089538838,-0.0888888888888889,-0.024074074074074064,-0.014259259259259246,0.02251352283767279,-0.04814814814814814,0.022222222222222237,0.09666666666666668,0.04837851622062113,-0.04444444444444443,0.1777777777777778,0.0,0.0,0.0,0.0,-0.18255447664321553,0.0630201835594824,-0.29062545378110083,-0.04918572490433067,-0.04876564764114033,0.013859420516486236,-0.06560189791401023,-0.016422418894701567,0.07222222222222216,0.04762043996850536,-0.022222222222222292,0.1333333333333333
dinov2,deepsets,probability_pool,difficulty_matched,5,-0.005555555555555555,0.09173088305354404,-0.2222222222222222,0.2222222222222222,5.2735593669694933e-17,1.2412670766236365e-17,0.0,5.551115123125783e-17,-0.06333333333333338,0.014907119849998606,-0.06666666666666676,0.0,-0.026666666666666665,0.03427519254375722,-0.07777777777777778,0.04444444444444443,0.3222222222222222,0.11901698296973279,0.0,0.5555555555555555,0.0,0.0,0.0,0.0,-0.30142580393512686,0.12422323326695603,-0.4685524377248857,-0.0347432521596532,-0.028582016587870556,0.009996742000419405,-0.04448228775611488,-0.01020136367183703,0.2111111111111111,0.12435669420828119,0.0,0.3333333333333333
dinov2,deepsets,probability_pool,unrestricted_common,1,-1.850371707708594e-17,1.898441315419856e-17,-3.700743415417188e-17,0.0,-1.850371707708594e-17,1.898441315419856e-17,-3.700743415417188e-17,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5941923141417457e-10,1.7316758406844367e-10,1.8732311997856263e-10,8.405993678906043e-10,-2.8226524821188076e-11,3.1159001748882414e-11,-1.0257013756861018e-10,1.8401983640596125e-11,5.736152293896641e-17,1.8889252589269225e-17,3.700743415417188e-17,7.401486830834377e-17
dinov2,deepsets,probability_pool,unrestricted_common,2,0.08424314780839935,0.006878568667890147,0.07014931551095067,0.09504452570490303,0.0,0.0,0.0,0.0,-0.0753397391683555,0.0063778226330680225,-0.0848092682998343,-0.06106587333002426,-0.09439164958032879,0.0037547905743574583,-0.10183423320215772,-0.08255382807269597,-0.00587724367991664,0.005752461382026745,-0.016850000104717093,0.004695231975106182,0.0030261649601272247,0.002306900357444403,-0.0020034821921614374,0.007456528447094486,-0.2763253510547219,0.020995773839764455,-0.31637183073182024,-0.2352887828871896,-0.048597213057739425,0.002241499853889639,-0.053008603865070315,-0.044814267529974916,0.060054344531545865,0.007338353857479387,0.046308708179777315,0.07413413223161658
dinov2,deepsets,probability_pool,unrestricted_common,3,0.07040935672514613,0.012124198809014011,0.04853801169590636,0.08771929824561402,1.4802973661668754e-17,1.8600850117586966e-17,0.0,3.700743415417188e-17,-0.041215886939571136,0.008140419049838813,-0.05272904483430798,-0.018274853801169572,-0.0626803118908382,0.0032443729447560474,-0.06817738791423,-0.05687134502923976,-0.014605263157894736,0.010667496090041305,-0.03464912280701754,0.010087719298245612,0.0002485380116959064,0.0022989675861932435,-0.0014619883040935672,0.004970760233918128,-0.2693253763022185,0.02017542520977795,-0.2995100417530613,-0.2245006123207286,-0.035027782586709716,0.002567537900717329,-0.039125876965313944,-0.03131126085277064,0.05523391812865493,0.008674383244022556,0.04064327485380115,0.0757309941520468
dinov2,deepsets,probability_pool,unrestricted_common,4,0.012777777777777777,0.04448463095455657,-0.08888888888888886,0.05555555555555558,4.163336342344337e-17,2.466147610121312e-17,0.0,5.551115123125783e-17,-0.05833333333333335,0.02442390891210536,-0.0888888888888889,-0.018518518518518528,-0.012129629629629619,0.017959144305827346,-0.03888888888888888,0.027777777777777787,0.0788888888888889,0.08043901632683191,-0.04444444444444443,0.19999999999999998,0.0,0.0,0.0,0.0,-0.19078553258628797,0.03904955115485657,-0.2543215453618118,-0.11619765298952552,-0.046431711688982566,0.0133372135588299,-0.06410102430261233,-0.0182260653706449,0.08611111111111105,0.0362065764652947,0.0,0.1333333333333333
dinov2,deepsets,probability_pool,unrestricted_common,5,0.01111111111111111,0.07979831627328976,-0.2222222222222222,0.1111111111111111,4.163336342344337e-17,2.466147610121312e-17,0.0,5.551115123125783e-17,-0.050000000000000024,0.029617443887954634,-0.06666666666666676,0.0,-0.03166666666666667,0.032499312733274104,-0.07777777777777778,0.022222222222222213,0.23888888888888887,0.16232152692315358,0.0,0.5555555555555555,0.0,0.0,0.0,0.0,-0.3281159241588253,0.0818138140319283,-0.4454269769179209,-0.15965885209428166,-0.02876547577778533,0.007625400136288438,-0.041835184155357176,-0.015559560763905966,0.24444444444444446,0.10571702024305651,0.0,0.3333333333333333
dinov2,mean_feature,native,difficulty_matched,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8196792961333584e-10,3.61281779186418e-11,1.2328627008173498e-10,2.3440745640831057e-10,4.594796950326459e-11,7.377643924599985e-12,3.523470404331874e-11,5.279265913316067e-11,0.0,0.0,0.0,0.0
dinov2,mean_feature,native,difficulty_matched,2,0.0910340103932871,0.009970360504695974,0.07177353568862994,0.10321786878390637,1.2952601953960158e-17,1.8109975923685534e-17,0.0,3.700743415417188e-17,-0.06574748277578467,0.007731167537833771,-0.07903721016928561,-0.05149258498315107,-0.12747249082154744,0.00472213745884708,-0.13791085748632922,-0.1182298571449515,0.005540698382679514,0.008250465732238789,-0.010141902123034207,0.017496008533744386,0.03082722600018198,0.005636127809559549,0.020737351397728754,0.04472443175273364,-0.04028317796768001,0.0013018266884083879,-0.04261624507248888,-0.0374558667525832,-0.0011557103162642007,0.0003192948382751814,-0.0018012964887747323,-0.0003997363901963036,0.06656556799245478,0.004935776632534184,0.058121220149522146,0.07533493759908853
dinov2,mean_feature,native,difficulty_matched,3,0.09289473684210532,0.015556082024429204,0.06666666666666661,0.12251461988304102,0.0,0.0,0.0,0.0,-0.02773879142300195,0.00901404299549423,-0.038986354775828465,0.004873294346978567,-0.10302144249512671,0.007014194451639856,-0.11461988304093566,-0.0912280701754386,0.00043859649122806883,0.014772518093010677,-0.037426900584795315,0.02514619883040935,0.030219298245614035,0.01302859592550335,0.013157894736842105,0.04970760233918129,-0.046092311144091694,0.0019491250094099753,-0.04993071667336357,-0.04212438498775158,-0.001035562706415701,0.00048809521352249306,-0.0016989869174252419,-0.00037182901394779605,0.08366959064327494,0.011196748836372736,0.058187134502923975,0.09736842105263166
dinov2,mean_feature,native,difficulty_matched,4,0.12944444444444442,0.051523255661343054,0.04444444444444443,0.2111111111111111,0.0,0.0,0.0,0.0,-0.019999999999999966,0.01919429739874786,-0.0444444444444444,0.03888888888888892,-0.029166666666666646,0.030582125608885243,-0.061111111111111095,0.04444444444444445,-0.02666666666666666,0.06402160129283527,-0.15555555555555556,0.06666666666666667,0.03277777777777778,0.028946186992253632,0.0,0.09999999999999999,-0.039808289677925185,0.007639266045077726,-0.04913621448913519,-0.02338767477077693,0.004066476554036304,0.0018217098139368326,0.0011263102051451608,0.006757182634476629,0.1538888888888889,0.007453559924999314,0.12222222222222216,0.15555555555555559
dinov2,mean_feature,native,difficulty_matched,5,0.3277777777777778,0.1709013676156264,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,-0.02333333333333325,0.01567207819938752,-0.033333333333333215,0.0,-0.019444444444444445,0.05618069335094674,-0.06666666666666667,0.14444444444444443,-0.03888888888888888,0.2110495447315251,-0.3333333333333333,0.3333333333333333,0.05555555555555556,0.12224880093781797,0.0,0.3333333333333333,-0.05180095160827393,0.010969699769873217,-0.06508813908650894,-0.03212432016014777,0.002529562483789155,0.001408603258578901,5.241406452742107e-05,0.004683646003717549,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
dinov2,mean_feature,native,unrestricted_common,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0926096411244543e-10,4.2728715810278765e-11,1.368860580441833e-10,2.861164638545688e-10,5.220907410100987e-11,9.941825530687141e-12,3.8400875072378917e-11,7.75390492554114e-11,0.0,0.0,0.0,0.0
dinov2,mean_feature,native,unrestricted_common,2,0.11164452133005576,0.01019961888751337,0.09351297723939216,0.13466267019726122,1.4802973661668754e-17,1.8600850117586963e-17,0.0,3.700743415417188e-17,-0.08743833079917987,0.007290032007126608,-0.1009417294794653,-0.07167790280997828,-0.1325080431448356,0.005373838830939613,-0.14389874625723686,-0.1195111579545542,0.010063269626948871,0.008800410645395003,-0.012653593785669262,0.02541300418658908,0.034269460157824935,0.009907456040101655,0.02082721611023498,0.05810702225796566,-0.047416140470167935,0.001549935334610907,-0.05001154645022835,-0.04459794539995906,0.0019065823746740429,0.000522224136403812,0.0008041244266949373,0.0027165167405240145,0.08454515915600816,0.006601807673573832,0.07591876153196912,0.09948996670694792
dinov2,mean_feature,native,unrestricted_common,3,0.09713450292397667,0.017179870335853272,0.06520467836257311,0.13128654970760245,0.0,0.0,0.0,0.0,-0.0327972709551657,0.009564708013861048,-0.052436647173489274,-0.018518518518518535,-0.10434697855750488,0.005958179411879072,-0.11461988304093566,-0.09522417153996103,-0.001608187134502925,0.017971473798847573,-0.03859649122807018,0.022807017543859647,0.02345029239766082,0.011506859362585307,0.010526315789473684,0.0587719298245614,-0.046736460944101034,0.001743204829661322,-0.049178636320929524,-0.04390191453630369,-0.0009995622119575221,0.0004679447692176771,-0.0018132358293432664,-0.0002374957739014564,0.0829093567251463,0.014557724123866468,0.04532163742690076,0.10263157894736841
dinov2,mean_feature,native,unrestricted_common,4,0.1261111111111111,0.05063277310991883,-0.011111111111111108,0.23333333333333328,0.0,0.0,0.0,0.0,-0.009722222222222198,0.027741203992623725,-0.0444444444444444,0.055555555555555525,-0.029722222222222205,0.027997667683425008,-0.061111111111111095,0.04444444444444445,-0.04611111111111111,0.07434137929688608,-0.15555555555555556,0.11111111111111112,0.03,0.03124033313770687,0.0,0.07777777777777778,-0.039503918244845754,0.006714586664529091,-0.05028136149882526,-0.026169768239243513,0.0035848644148731698,0.0019018415116650606,0.0012289120808644343,0.006599837900058136,0.14833333333333337,0.015410771487591257,0.10000000000000002,0.15555555555555559
dinov2,mean_feature,native,unrestricted_common,5,0.2444444444444444,0.16754156331667822,0.0,0.5555555555555555,0.0,0.0,0.0,0.0,-0.016666666666666607,0.017099639201419173,-0.033333333333333215,0.0,-0.026111111111111113,0.052522466494631256,-0.06666666666666667,0.14444444444444443,-0.05,0.24838660679019822,-0.3333333333333333,0.3333333333333333,0.02777777777777778,0.07959448882348655,0.0,0.3333333333333333,-0.05469431252398858,0.00872600912176732,-0.06712119691462408,-0.03755117022034904,0.002823997582418447,0.0010700605587055869,0.0007711533169430703,0.004198587819493412,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
dinov2,mean_feature,probability_pool,difficulty_matched,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8196792961333584e-10,3.61281779186418e-11,1.2328627008173498e-10,2.3440745640831057e-10,4.594796950326459e-11,7.377643924599985e-12,3.523470404331874e-11,5.279265913316067e-11,0.0,0.0,0.0,0.0
dinov2,mean_feature,probability_pool,difficulty_matched,2,0.08072544971916032,0.008921558806660276,0.06671809148224228,0.09816254674745235,1.2952601953960158e-17,1.8109975923685534e-17,0.0,3.700743415417188e-17,-0.06574748277578467,0.007731167537833771,-0.07903721016928561,-0.05149258498315107,-0.12747249082154744,0.00472213745884708,-0.13791085748632922,-0.1182298571449515,0.0018587195473987867,0.007338076439017728,-0.016776671965351216,0.015408578144427197,0.016836686490774543,0.004181165358877161,0.00893590744219675,0.024595853133588984,-0.051666248545293135,0.0029288028363658974,-0.05715767866088554,-0.04608418619156115,-0.0022550006659219413,0.00011005583063439948,-0.0024621591509055296,-0.0019817459367336143,0.06229551327428693,0.005044440693163026,0.05159265961152748,0.07152290407007393
dinov2,mean_feature,probability_pool,difficulty_matched,3,0.08252923976608202,0.022244864418680926,0.03128654970760236,0.11754385964912302,0.0,0.0,0.0,0.0,-0.02773879142300195,0.00901404299549423,-0.038986354775828465,0.004873294346978567,-0.10302144249512671,0.007014194451639856,-0.11461988304093566,-0.0912280701754386,-0.0004678362573099459,0.012628058855416645,-0.023684210526315794,0.020760233918128645,0.01894736842105263,0.011734930280898859,-0.0005847953216374269,0.0435672514619883,-0.06470788531468005,0.00471125063244252,-0.07213561268976958,-0.05616157098768548,-0.0025539478301237224,0.00015499295088683686,-0.002923473896288479,-0.0023361263453435996,0.06944444444444452,0.009632786940306788,0.05146198830409365,0.09152046783625738
dinov2,mean_feature,probability_pool,difficulty_matched,4,0.06499999999999997,0.04177276938997606,-0.011111111111111108,0.1444444444444444,0.0,0.0,0.0,0.0,-0.019999999999999966,0.01919429739874786,-0.0444444444444444,0.03888888888888892,-0.029166666666666646,0.030582125608885243,-0.061111111111111095,0.04444444444444445,0.010555555555555565,0.06612597503552564,-0.14444444444444446,0.12222222222222223,0.005555555555555556,0.010510058921410194,0.0,0.03333333333333333,-0.09271777615928531,0.020928718193709058,-0.12866690297385533,-0.04437069973823027,-0.0021337732465053437,0.0004998866575367842,-0.002852566843411249,-0.0010006339336779229,0.17111111111111107,0.025845042306521033,0.11111111111111109,0.18888888888888888
dinov2,mean_feature,probability_pool,difficulty_matched,5,0.09444444444444444,0.13620208202336107,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,-0.02333333333333325,0.01567207819938752,-0.033333333333333215,0.0,-0.019444444444444445,0.05618069335094674,-0.06666666666666667,0.14444444444444443,0.14444444444444443,0.23666515662698123,-0.3333333333333333,0.3333333333333333,0.005555555555555555,0.024845199749997663,0.0,0.1111111111111111,-0.12457700385244477,0.03723452025727293,-0.17208281773471792,-0.055049394217410175,-0.002263933652522019,0.0007094789070211284,-0.003092982592025876,-0.0010695549898466956,0.3055555555555555,0.06112440046890897,0.11111111111111112,0.3333333333333333
dinov2,mean_feature,probability_pool,unrestricted_common,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0926096411244543e-10,4.2728715810278765e-11,1.368860580441833e-10,2.861164638545688e-10,5.220907410100987e-11,9.941825530687141e-12,3.8400875072378917e-11,7.75390492554114e-11,0.0,0.0,0.0,0.0
dinov2,mean_feature,probability_pool,unrestricted_common,2,0.10918887207016126,0.009954279802742865,0.09779226713188956,0.13056999778697873,1.4802973661668754e-17,1.8600850117586963e-17,0.0,3.700743415417188e-17,-0.08743833079917987,0.007290032007126608,-0.1009417294794653,-0.07167790280997828,-0.1325080431448356,0.005373838830939613,-0.14389874625723686,-0.1195111579545542,-0.002181128619807869,0.008156282446406477,-0.023475450126393533,0.007011192860249457,0.019569412651173658,0.005257126026595317,0.007686277733447547,0.028001287671098992,-0.08465212551768396,0.005258921015151924,-0.09302309970647575,-0.07245459019923987,-0.0028293809188295865,0.00014314221386410301,-0.0030368769347430082,-0.002636181619318445,0.07879364433609726,0.005648521381602378,0.06911674977712719,0.09004742636818126
dinov2,mean_feature,probability_pool,unrestricted_common,3,0.0914912280701756,0.01943044435211205,0.056725146198830546,0.12222222222222245,0.0,0.0,0.0,0.0,-0.0327972709551657,0.009564708013861048,-0.052436647173489274,-0.018518518518518535,-0.10434697855750488,0.005958179411879072,-0.11461988304093566,-0.09522417153996103,-0.0068128654970760275,0.01846584713266803,-0.031871345029239766,0.031286549707602335,0.01260233918128655,0.010998726970964039,-0.0005847953216374269,0.03187134502923977,-0.0662843157573522,0.00397400609112436,-0.07324204419383602,-0.05754487999872119,-0.002618784197071914,0.0001624370796615857,-0.002935558015592495,-0.002216496567959377,0.0699707602339182,0.013706493788404942,0.05146198830409354,0.09561403508771944
dinov2,mean_feature,probability_pool,unrestricted_common,4,0.0861111111111111,0.05210014348605055,0.011111111111111108,0.1666666666666667,0.0,0.0,0.0,0.0,-0.009722222222222198,0.027741203992623725,-0.0444444444444444,0.055555555555555525,-0.029722222222222205,0.027997667683425008,-0.061111111111111095,0.04444444444444445,-0.03222222222222222,0.08924635724051573,-0.14444444444444446,0.08888888888888886,0.0038888888888888888,0.010370022272074772,0.0,0.03333333333333333,-0.0954560492138495,0.01628721399982741,-0.1249208899812384,-0.06608786187586164,-0.002147834734805365,0.0003668920568982058,-0.0028216502806999166,-0.0014796384333343553,0.17944444444444443,0.02079479866990537,0.09999999999999994,0.18888888888888888
dinov2,mean_feature,probability_pool,unrestricted_common,5,0.17222222222222222,0.16705607529718042,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,-0.016666666666666607,0.017099639201419173,-0.033333333333333215,0.0,-0.026111111111111113,0.052522466494631256,-0.06666666666666667,0.14444444444444443,-0.005555555555555555,0.2803390688118126,-0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,-0.1389202962239851,0.023313200683830047,-0.16876273481647278,-0.09560758711178607,-0.002477270680961339,0.0004955953249151673,-0.0031379860967463147,-0.0014393352651463909,0.3277777777777778,0.024845199749997653,0.22222222222222224,0.3333333333333333
