backbone,model,method,budget,groups,taxa,accuracy,singleton_accuracy,joint_wrong_pair,same_wrong_pair,any_single_correct_set_wrong,all_single_wrong_set_correct,nll,brier,top5,micro_accuracy,group_equal_nll,group_equal_brier,group_equal_top5,group_equal_ece
dinov2,mean_feature,native,1,1121.0,56.0,0.5273134003766716,0.5273134003766716,,,0.0,0.0,2.7578095037234363,0.8553561555719229,0.8114121280170582,0.5202795123401724,2.768127171328709,0.8580375072278531,0.8105907423927049,0.4179776162479214
dinov2,mean_feature,native,2,1121.0,56.0,0.5800489495874154,0.5273134003766716,0.3573994551269953,0.19015763185230727,0.07345854460153994,0.010906949315950557,2.7292906319891235,0.8564504372456466,0.8506144549217739,0.5707205867776786,2.7401611430854835,0.8589086058795656,0.8509763108335812,0.4728662189451424
dinov2,mean_feature,native,3,510.0,56.0,0.5978105748418248,0.5307208177074249,0.363416206809064,0.17879740024085264,0.09070672961297961,0.006679894179894181,2.7441134764082844,0.8567906065899278,0.8577454465177676,0.5839869281045752,2.7644729046640606,0.8620932955882313,0.8636928104575164,0.48967830054194134
dinov2,mean_feature,native,4,230.0,56.0,0.6160600907029479,0.532432208994709,0.36547359221466363,0.17477017195767197,0.09161848072562358,0.0055456349206349205,2.76582734544538,0.8612976835466689,0.8666822562358277,0.5947826086956522,2.7954798044990423,0.8663138372790103,0.8655072463768118,0.5025072368752698
dinov2,mean_feature,native,5,108.0,47.0,0.5468085106382979,0.48427895981087477,0.41082742316784876,0.1733687943262411,0.15910165484633568,0.0,2.8125765755849166,0.8704169323130548,0.8656028368794327,0.5524691358024691,2.8002884699785535,0.8693740751195443,0.8487654320987654,0.4601921507122892
dinov2,mean_feature,probability_pool,1,1121.0,56.0,0.5273134003766716,0.5273134003766716,,,0.0,0.0,2.7578095037234363,0.8553561555719229,0.8114121280170582,0.5202795123401724,2.768127171328709,0.8580375072278531,0.8105907423927049,0.4179776162479214
dinov2,mean_feature,probability_pool,2,1121.0,56.0,0.582839360336802,0.5273134003766716,0.3573994551269953,0.19015763185230727,0.06453207803544801,0.004770893499245309,2.7060952861545977,0.8535653498445291,0.8516239556841302,0.5739815640796907,2.7187163925683167,0.8563105563879896,0.8515809297254435,0.47461602087887966
dinov2,mean_feature,probability_pool,3,510.0,56.0,0.607533845123131,0.5307208177074249,0.363416206809064,0.17879740024085264,0.07887556061663205,0.0045719954648526075,2.71252868036494,0.8530580903063343,0.8611660759875042,0.592483660130719,2.7361838556877554,0.8586755217825859,0.8682679738562092,0.49614109145356183
dinov2,mean_feature,probability_pool,4,230.0,56.0,0.636298185941043,0.532432208994709,0.36547359221466363,0.17477017195767197,0.07066609977324263,0.004831349206349206,2.7242577767963074,0.8561119202213624,0.8645989229024944,0.6147826086956522,2.758210920964568,0.8616330880839925,0.8614492753623187,0.5196123376894958
dinov2,mean_feature,probability_pool,5,108.0,47.0,0.5550827423167849,0.48427895981087477,0.41082742316784876,0.1733687943262411,0.1508274231678487,0.0,2.7652195002918796,0.8646362472145878,0.88451536643026,0.5648148148148148,2.759521142394562,0.863878581594431,0.8611111111111112,0.46936521295711037
dinov2,probability_mlp,native,1,1121.0,56.0,0.5813226915502755,0.5813226915502755,,,0.0,0.0,1.674346116584027,0.5424216601870792,0.8275066916943037,0.5719248686688472,1.7018593322365294,0.5541755328969421,0.8253791257805531,0.052349367274296545
dinov2,probability_mlp,native,2,1121.0,56.0,0.6499686570363741,0.5813226915502756,0.29038771091298227,0.1186193030146051,0.06204726928047697,0.002403637229833155,1.419572294198077,0.485083790810924,0.8673755006282389,0.6374566359401328,1.446452653794129,0.49689391999648586,0.8655862820894042,0.08114177720156533
dinov2,probability_mlp,native,3,510.0,56.0,0.6613989936981008,0.5707020853375019,0.3052947735685831,0.1277096966085061,0.0926174222602794,0.0036087490551776264,1.3999043503001742,0.479578776475565,0.877153573939288,0.6443137254901962,1.4190882593918195,0.4961265856482789,0.878921568627451,0.09777759131798942
dinov2,probability_mlp,native,4,230.0,56.0,0.6547623771730914,0.551231457860922,0.3175354308390022,0.1358297115142353,0.12743575207860922,0.00246031746031746,1.3627954061227416,0.49498094404909015,0.8940433673469389,0.6394202898550724,1.4167356949069163,0.5130066700113839,0.8872463768115942,0.11231473521261975
dinov2,probability_mlp,native,5,108.0,47.0,0.6146572104018913,0.5030969267139479,0.35858156028368793,0.14336879432624108,0.18581560283687945,0.0,1.4455542364439962,0.5400384843878894,0.9217494089834514,0.6358024691358025,1.4514670243523426,0.5330823023064041,0.9104938271604938,0.16708168925510514
dinov2,probability_mlp,probability_pool,1,1121.0,56.0,0.5813226915502755,0.5813226915502755,,,0.0,0.0,1.674346116584027,0.5424216601870792,0.8275066916943037,0.5719248686688472,1.7018593322365294,0.5541755328969421,0.8253791257805531,0.052349367274296545
dinov2,probability_mlp,probability_pool,2,1121.0,56.0,0.6499686570363741,0.5813226915502756,0.29038771091298227,0.1186193030146051,0.06204726928047697,0.002403637229833155,1.4195722886428142,0.48508378936067653,0.8673755006282389,0.6374566359401328,1.4464526490082783,0.49689391932492516,0.8655862820894042,0.08114177913424082
dinov2,probability_mlp,probability_pool,3,510.0,56.0,0.6613989936981008,0.5707020853375019,0.3052947735685831,0.1277096966085061,0.0926174222602794,0.0036087490551776264,1.3999043443112005,0.47957877597668147,0.877153573939288,0.6443137254901962,1.4190882560236353,0.4961265858773188,0.878921568627451,0.09777759479154548
dinov2,probability_mlp,probability_pool,4,230.0,56.0,0.6547623771730914,0.551231457860922,0.3175354308390022,0.1358297115142353,0.12743575207860922,0.00246031746031746,1.3627954049393354,0.49498094519736685,0.8940433673469389,0.6394202898550724,1.416735692886179,0.5130066706899576,0.8872463768115942,0.11231473694008638
dinov2,probability_mlp,probability_pool,5,108.0,47.0,0.6146572104018913,0.5030969267139479,0.35858156028368793,0.14336879432624108,0.18581560283687945,0.0,1.445554221946318,0.5400384817342575,0.9217494089834514,0.6358024691358025,1.4514670007551442,0.5330822981457977,0.9104938271604938,0.16708168660959685
dinov2,set_transformer,native,1,1121.0,56.0,0.5390656429154094,0.5390656429154094,,,0.0,0.0,1.9937150394456626,0.607635661531119,0.7849253280263992,0.5289176330657152,2.02488722147407,0.621532761342218,0.7833581127961146,0.12297364078290057
dinov2,set_transformer,native,2,1121.0,56.0,0.6206581573862563,0.5390656429154094,0.32654641203018203,0.12406084224792278,0.06556481787520542,0.01276938729164402,1.5730933496084898,0.5082476388572511,0.8488735002614584,0.6063336306868867,1.6124909218745256,0.5257324642773435,0.8461790068391317,0.09697982854273444
dinov2,set_transformer,native,3,510.0,56.0,0.6510017627874771,0.5327143830045616,0.3295991541527256,0.1135848240163716,0.0950152096580668,0.012979784765499052,1.4424553243978135,0.4798168342299043,0.8694580477392977,0.6339542483660131,1.4761133407482074,0.5011888085384943,0.8695098039215687,0.089126166304683
dinov2,set_transformer,native,4,230.0,56.0,0.647316232048375,0.5108659297052154,0.35425382653061216,0.11968883849836227,0.10588671579743007,0.00777919501133787,1.3952584508495758,0.48665801206398346,0.879281462585034,0.629855072463768,1.4595824000232749,0.5135611324293041,0.871304347826087,0.10771429366391638
dinov2,set_transformer,native,5,108.0,47.0,0.6245862884160757,0.4607801418439716,0.4054137115839243,0.10853427895981087,0.1284869976359338,0.0065011820330969266,1.5388689754526912,0.5139406769454428,0.855791962174941,0.6327160493827161,1.5097937430950406,0.5120551052451371,0.8518518518518517,0.14219634234905246
dinov2,set_transformer,probability_pool,1,1121.0,56.0,0.5390656429154094,0.5390656429154094,,,0.0,0.0,1.9937150394456626,0.607635661531119,0.7849253280263992,0.5289176330657152,2.02488722147407,0.621532761342218,0.7833581127961146,0.12297364078290057
dinov2,set_transformer,probability_pool,2,1121.0,56.0,0.6091071798087832,0.5390656429154094,0.32654641203018203,0.12406084224792278,0.06632955864198532,0.001983150480950688,1.6224061712345177,0.5298866632059681,0.8363127766719157,0.5956189909802755,1.6535078983592044,0.5438551034552467,0.832669243730796,0.057102828619935986
dinov2,set_transformer,probability_pool,3,510.0,56.0,0.6313928498749927,0.5327143830045616,0.3295991541527256,0.1135848240163716,0.10444213524570665,0.0027977974406545834,1.5369226623414036,0.5113064440822921,0.8521930566126995,0.6110457516339869,1.566416172625803,0.5307232424723191,0.8499673202614378,0.06728279203027372
dinov2,set_transformer,probability_pool,4,230.0,56.0,0.6202347883597884,0.5108659297052154,0.35425382653061216,0.11968883849836227,0.12542705971277401,0.0002380952380952381,1.516276786147307,0.5254828455317627,0.8526974678760393,0.5907246376811595,1.5843455343614317,0.5518947618847816,0.8463768115942029,0.07433943947750328
dinov2,set_transformer,probability_pool,5,108.0,47.0,0.5847517730496454,0.4607801418439716,0.4054137115839243,0.10853427895981087,0.16182033096926712,0.0,1.6794863699780873,0.5630071130712796,0.8224586288416077,0.5740740740740741,1.6658325588280922,0.5669594176903711,0.8179012345679012,0.11084037356343703
resnet50,deepsets,native,1,1121.0,56.0,0.35048313289790506,0.35048313289790506,,,0.0,0.0,2.569518473061731,0.7915711954322339,0.6759461629926579,0.3464367132520567,2.574270251578261,0.7958984205195211,0.6766726137377342,0.08470159208278154
resnet50,deepsets,native,2,1121.0,56.0,0.41233227471833733,0.350483132897905,0.5115822084120336,0.18351581097747585,0.099581030474785,0.02349551360515591,2.251966302927997,0.7340424945832983,0.7419492485007447,0.4056298939438993,2.2646983552206823,0.7402368953584161,0.7405392011101201,0.04410849622650991
resnet50,deepsets,native,3,510.0,56.0,0.4209535421588993,0.34502962948647475,0.5261330573086526,0.17315632559680175,0.13809578483685625,0.014733442813799957,2.2371275343853743,0.7155984157943086,0.7293106727928157,0.4125490196078431,2.2333343926261784,0.7262400039263417,0.7350653594771241,0.04922730064384786
resnet50,deepsets,native,4,230.0,56.0,0.43880857898715037,0.36043662603930465,0.5130552406147643,0.1679889455782313,0.1761734693877551,0.009421296296296297,2.1215810520099923,0.6918323783625239,0.7629355631141346,0.428695652173913,2.1428454466456586,0.7052054973017099,0.7704347826086956,0.07987949604141538
resnet50,deepsets,native,5,108.0,47.0,0.4326241134751773,0.32709219858156025,0.5283924349881798,0.16228132387706853,0.2325059101654846,0.014184397163120567,1.9797139648657263,0.6997047507131394,0.8436170212765957,0.441358024691358,1.9073665755400013,0.6835671365607189,0.8456790123456791,0.09238750418579138
resnet50,deepsets,probability_pool,1,1121.0,56.0,0.35048313289790506,0.35048313289790506,,,0.0,0.0,2.569518473061731,0.7915711954322339,0.6759461629926579,0.3464367132520567,2.574270251578261,0.7958984205195211,0.6766726137377342,0.08470159208278154
resnet50,deepsets,probability_pool,2,1121.0,56.0,0.4080053328211772,0.350483132897905,0.5115822084120336,0.18351581097747585,0.08653769511588293,0.006125236349093626,2.2853607482624105,0.7424106705671664,0.7380773390124719,0.40081276637922486,2.296479098809033,0.7473898210968525,0.7367429874120329,0.0397488140382691
resnet50,deepsets,probability_pool,3,510.0,56.0,0.42572612407433835,0.34502962948647475,0.5261330573086526,0.17315632559680175,0.12218291959363388,0.0035931594860166283,2.3033627930284024,0.7322413663277448,0.7266321922125494,0.41594771241830064,2.303203896180944,0.7417687742312541,0.7294444444444443,0.06979263385915196
resnet50,deepsets,probability_pool,4,230.0,56.0,0.44503684807256233,0.36043662603930465,0.5130552406147643,0.1679889455782313,0.1607619992441421,0.0002380952380952381,2.1991179722593985,0.7124927439188591,0.7578996598639457,0.4344927536231884,2.232913831954719,0.7267465851244425,0.7571014492753623,0.10867536235845061
resnet50,deepsets,probability_pool,5,108.0,47.0,0.43085106382978716,0.32709219858156025,0.5283924349881798,0.16228132387706853,0.22009456264775415,0.0,2.1228784093110353,0.7325971730327173,0.8138297872340425,0.44753086419753085,2.0434663780129,0.7159172565193467,0.8302469135802468,0.149160898660036
resnet50,probability_mlp,native,1,1121.0,56.0,0.35630810894247317,0.35630810894247317,,,0.0,0.0,2.5804775237413806,0.79461858016918,0.6774618089651806,0.3509763108335811,2.586088118179997,0.7997432176098074,0.6783130141738528,0.10012281582620525
resnet50,probability_mlp,native,2,1121.0,56.0,0.4082220115125119,0.35630810894247317,0.5106070147120022,0.18966616903293065,0.08463203900233773,0.003461065226851976,2.2872670620014834,0.7426138082452424,0.7315933263494029,0.40084250173456243,2.2998689890841706,0.7485549541538697,0.7310734463276836,0.028344100367601682
resnet50,probability_mlp,native,3,510.0,56.0,0.423187337629302,0.35546938869111483,0.5248791073344644,0.18363362937767702,0.11686551378515665,0.002610443458657744,2.2986931818569363,0.7282271285951175,0.7201466605484462,0.41130718954248363,2.3022604428424454,0.7399192196812532,0.7213398692810458,0.050070675434970784
resnet50,probability_mlp,native,4,230.0,56.0,0.4578930461073319,0.3757466458805745,0.5105886243386242,0.16042540627362054,0.13521730914588057,0.002916666666666667,2.1946449627927707,0.7060846512333031,0.7442285525321242,0.44318840579710145,2.237520249058791,0.7235536581849482,0.7420289855072464,0.08979115743783937
resnet50,probability_mlp,native,5,108.0,47.0,0.4358156028368794,0.34553191489361706,0.5267139479905437,0.16594562647754135,0.200709219858156,0.0,2.098204918725504,0.7306575623121843,0.8150118203309694,0.44753086419753085,2.024896114467177,0.714124497994599,0.8240740740740741,0.15813853444508563
resnet50,probability_mlp,probability_pool,1,1121.0,56.0,0.35630810894247317,0.35630810894247317,,,0.0,0.0,2.5804775237413806,0.79461858016918,0.6774618089651806,0.3509763108335811,2.586088118179997,0.7997432176098074,0.6783130141738528,0.10012281582620525
resnet50,probability_mlp,probability_pool,2,1121.0,56.0,0.4082220115125119,0.35630810894247317,0.5106070147120022,0.18966616903293065,0.08463203900233773,0.003461065226851976,2.2872670665445245,0.7426138114666703,0.7315933263494029,0.40084250173456243,2.2998689942768786,0.7485549577037068,0.7310734463276836,0.02834410115780724
resnet50,probability_mlp,probability_pool,3,510.0,56.0,0.423187337629302,0.35546938869111483,0.5248791073344644,0.18363362937767702,0.11686551378515665,0.002610443458657744,2.2986931793670635,0.7282271274230748,0.7201466605484462,0.41130718954248363,2.302260441117681,0.7399192180234871,0.7213398692810458,0.0500706712710892
resnet50,probability_mlp,probability_pool,4,230.0,56.0,0.4578930461073319,0.3757466458805745,0.5105886243386242,0.16042540627362054,0.13521730914588057,0.002916666666666667,2.1946449558724925,0.7060846530259189,0.7442285525321242,0.44318840579710145,2.2375202430748122,0.7235536585838372,0.7420289855072464,0.08979115610651234
resnet50,probability_mlp,probability_pool,5,108.0,47.0,0.4358156028368794,0.34553191489361706,0.5267139479905437,0.16594562647754135,0.200709219858156,0.0,2.098204929835235,0.7306575588136729,0.8150118203309694,0.44753086419753085,2.024896116378177,0.7141244941785514,0.8240740740740741,0.15813852990585822
