backbone,model,budget,seed,run_id,evaluation_budget,macro_expected_accuracy,micro_expected_accuracy
dinov2,mean_feature,,20260821,dinov2-mean_feature-all-seed20260821,1,0.5604761904761905,0.5599555555555555
dinov2,mean_feature,,20260821,dinov2-mean_feature-all-seed20260821,2,0.6075357142857143,0.6074222222222222
dinov2,mean_feature,,20260821,dinov2-mean_feature-all-seed20260821,3,0.5895083333333333,0.5979827089337176
dinov2,mean_feature,,20260821,dinov2-mean_feature-all-seed20260821,4,0.5702247191011236,0.5766233766233767
dinov2,mean_feature,,20260821,dinov2-mean_feature-all-seed20260821,5,0.6169590643274854,0.589041095890411
dinov2,probability_mlp,1.0,20260819,dinov2-probability_mlp-k1-seed20260819,1,0.6219761904761905,0.6202
dinov2,probability_mlp,1.0,20260819,dinov2-probability_mlp-k1-seed20260819,2,0.6836964285714285,0.6820444444444445
dinov2,probability_mlp,1.0,20260819,dinov2-probability_mlp-k1-seed20260819,3,0.6884833333333333,0.6982708933717579
dinov2,probability_mlp,1.0,20260819,dinov2-probability_mlp-k1-seed20260819,4,0.6705992509363297,0.6766233766233767
dinov2,probability_mlp,1.0,20260819,dinov2-probability_mlp-k1-seed20260819,5,0.7046783625730993,0.7123287671232876
dinov2,probability_mlp,1.0,20260820,dinov2-probability_mlp-k1-seed20260820,1,0.6247976190476191,0.624311111111111
dinov2,probability_mlp,1.0,20260820,dinov2-probability_mlp-k1-seed20260820,2,0.6804940476190475,0.6794666666666667
dinov2,probability_mlp,1.0,20260820,dinov2-probability_mlp-k1-seed20260820,3,0.6706416666666667,0.6753602305475505
dinov2,probability_mlp,1.0,20260820,dinov2-probability_mlp-k1-seed20260820,4,0.6593632958801499,0.6558441558441559
dinov2,probability_mlp,1.0,20260820,dinov2-probability_mlp-k1-seed20260820,5,0.6637426900584795,0.6575342465753424
dinov2,probability_mlp,1.0,20260821,dinov2-probability_mlp-k1-seed20260821,1,0.6227559523809524,0.6214888888888889
dinov2,probability_mlp,1.0,20260821,dinov2-probability_mlp-k1-seed20260821,2,0.6905119047619047,0.6893333333333334
dinov2,probability_mlp,1.0,20260821,dinov2-probability_mlp-k1-seed20260821,3,0.6887249999999999,0.6926512968299713
dinov2,probability_mlp,1.0,20260821,dinov2-probability_mlp-k1-seed20260821,4,0.7147940074906366,0.6922077922077922
dinov2,probability_mlp,1.0,20260821,dinov2-probability_mlp-k1-seed20260821,5,0.6257309941520467,0.6301369863013698
dinov2,probability_mlp,,20260819,dinov2-probability_mlp-all-seed20260819,1,0.6392261904761906,0.6371333333333333
dinov2,probability_mlp,,20260819,dinov2-probability_mlp-all-seed20260819,2,0.6958571428571431,0.6942666666666667
dinov2,probability_mlp,,20260819,dinov2-probability_mlp-all-seed20260819,3,0.7071500000000001,0.7131123919308358
dinov2,probability_mlp,,20260819,dinov2-probability_mlp-all-seed20260819,4,0.6941947565543071,0.683116883116883
dinov2,probability_mlp,,20260819,dinov2-probability_mlp-all-seed20260819,5,0.6783625730994152,0.6712328767123288
dinov2,probability_mlp,,20260820,dinov2-probability_mlp-all-seed20260820,1,0.6345654761904761,0.6324666666666667
dinov2,probability_mlp,,20260820,dinov2-probability_mlp-all-seed20260820,2,0.6969345238095238,0.6946666666666667
dinov2,probability_mlp,,20260820,dinov2-probability_mlp-all-seed20260820,3,0.682475,0.6906340057636887
dinov2,probability_mlp,,20260820,dinov2-probability_mlp-all-seed20260820,4,0.702621722846442,0.6857142857142857
dinov2,probability_mlp,,20260820,dinov2-probability_mlp-all-seed20260820,5,0.6666666666666666,0.6712328767123288
dinov2,probability_mlp,,20260821,dinov2-probability_mlp-all-seed20260821,1,0.6306071428571428,0.6286888888888889
dinov2,probability_mlp,,20260821,dinov2-probability_mlp-all-seed20260821,2,0.6981190476190475,0.6956000000000001
dinov2,probability_mlp,,20260821,dinov2-probability_mlp-all-seed20260821,3,0.6849333333333334,0.6890489913544668
dinov2,probability_mlp,,20260821,dinov2-probability_mlp-all-seed20260821,4,0.7211610486891387,0.696103896103896
dinov2,probability_mlp,,20260821,dinov2-probability_mlp-all-seed20260821,5,0.7046783625730993,0.7123287671232876
dinov2,deepsets,1.0,20260819,dinov2-deepsets-k1-seed20260819,1,0.6327261904761904,0.6315777777777777
dinov2,deepsets,1.0,20260819,dinov2-deepsets-k1-seed20260819,2,0.6970178571428572,0.6962666666666667
dinov2,deepsets,1.0,20260819,dinov2-deepsets-k1-seed20260819,3,0.6759499999999998,0.6858789625360231
dinov2,deepsets,1.0,20260819,dinov2-deepsets-k1-seed20260819,4,0.6764044943820225,0.6727272727272727
dinov2,deepsets,1.0,20260819,dinov2-deepsets-k1-seed20260819,5,0.6959064327485379,0.6986301369863014
dinov2,deepsets,1.0,20260820,dinov2-deepsets-k1-seed20260820,1,0.6247976190476191,0.624311111111111
dinov2,deepsets,1.0,20260820,dinov2-deepsets-k1-seed20260820,2,0.6826309523809525,0.6818222222222222
dinov2,deepsets,1.0,20260820,dinov2-deepsets-k1-seed20260820,3,0.6611416666666666,0.6695965417867435
dinov2,deepsets,1.0,20260820,dinov2-deepsets-k1-seed20260820,4,0.6683520599250936,0.6649350649350649
dinov2,deepsets,1.0,20260820,dinov2-deepsets-k1-seed20260820,5,0.6549707602339182,0.6575342465753424
dinov2,deepsets,1.0,20260821,dinov2-deepsets-k1-seed20260821,1,0.631970238095238,0.6313333333333333
dinov2,deepsets,1.0,20260821,dinov2-deepsets-k1-seed20260821,2,0.7043392857142856,0.7034666666666667
dinov2,deepsets,1.0,20260821,dinov2-deepsets-k1-seed20260821,3,0.6714083333333335,0.6765129682997119
dinov2,deepsets,1.0,20260821,dinov2-deepsets-k1-seed20260821,4,0.6707865168539326,0.6623376623376623
dinov2,deepsets,1.0,20260821,dinov2-deepsets-k1-seed20260821,5,0.7046783625730993,0.6986301369863014
dinov2,deepsets,,20260819,dinov2-deepsets-all-seed20260819,1,0.6241607142857143,0.6224444444444445
dinov2,deepsets,,20260819,dinov2-deepsets-all-seed20260819,2,0.6964880952380953,0.6951111111111111
dinov2,deepsets,,20260819,dinov2-deepsets-all-seed20260819,3,0.6632083333333334,0.673342939481268
dinov2,deepsets,,20260819,dinov2-deepsets-all-seed20260819,4,0.6794007490636704,0.6753246753246753
dinov2,deepsets,,20260819,dinov2-deepsets-all-seed20260819,5,0.652046783625731,0.6575342465753424
dinov2,deepsets,,20260820,dinov2-deepsets-all-seed20260820,1,0.6220357142857142,0.6201555555555556
dinov2,deepsets,,20260820,dinov2-deepsets-all-seed20260820,2,0.6977499999999999,0.6952444444444443
dinov2,deepsets,,20260820,dinov2-deepsets-all-seed20260820,3,0.6728416666666668,0.6769452449567722
dinov2,deepsets,,20260820,dinov2-deepsets-all-seed20260820,4,0.6928838951310862,0.6805194805194806
dinov2,deepsets,,20260820,dinov2-deepsets-all-seed20260820,5,0.6695906432748537,0.6712328767123288
dinov2,deepsets,,20260821,dinov2-deepsets-all-seed20260821,1,0.6251577380952381,0.6238666666666667
dinov2,deepsets,,20260821,dinov2-deepsets-all-seed20260821,2,0.7007083333333333,0.7000888888888888
dinov2,deepsets,,20260821,dinov2-deepsets-all-seed20260821,3,0.6662,0.6780979827089337
dinov2,deepsets,,20260821,dinov2-deepsets-all-seed20260821,4,0.6702247191011236,0.6649350649350649
dinov2,deepsets,,20260821,dinov2-deepsets-all-seed20260821,5,0.6257309941520467,0.6438356164383562
dinov2,set_transformer,1.0,20260819,dinov2-set_transformer-k1-seed20260819,1,0.5791934523809523,0.5794222222222222
dinov2,set_transformer,1.0,20260819,dinov2-set_transformer-k1-seed20260819,2,0.648172619047619,0.6481333333333333
dinov2,set_transformer,1.0,20260819,dinov2-set_transformer-k1-seed20260819,3,0.60845,0.6220461095100864
dinov2,set_transformer,1.0,20260819,dinov2-set_transformer-k1-seed20260819,4,0.6056179775280899,0.6077922077922079
dinov2,set_transformer,1.0,20260819,dinov2-set_transformer-k1-seed20260819,5,0.652046783625731,0.6438356164383562
dinov2,set_transformer,1.0,20260820,dinov2-set_transformer-k1-seed20260820,1,0.5936339285714285,0.5922666666666666
dinov2,set_transformer,1.0,20260820,dinov2-set_transformer-k1-seed20260820,2,0.6504880952380951,0.6492
dinov2,set_transformer,1.0,20260820,dinov2-set_transformer-k1-seed20260820,3,0.5971,0.6077809798270892
dinov2,set_transformer,1.0,20260820,dinov2-set_transformer-k1-seed20260820,4,0.6305243445692885,0.6012987012987012
dinov2,set_transformer,1.0,20260820,dinov2-set_transformer-k1-seed20260820,5,0.5877192982456141,0.589041095890411
dinov2,set_transformer,1.0,20260821,dinov2-set_transformer-k1-seed20260821,1,0.5935,0.5928888888888889
dinov2,set_transformer,1.0,20260821,dinov2-set_transformer-k1-seed20260821,2,0.6502440476190475,0.65
dinov2,set_transformer,1.0,20260821,dinov2-set_transformer-k1-seed20260821,3,0.6167666666666666,0.6288184438040345
dinov2,set_transformer,1.0,20260821,dinov2-set_transformer-k1-seed20260821,4,0.6048689138576779,0.6142857142857142
dinov2,set_transformer,1.0,20260821,dinov2-set_transformer-k1-seed20260821,5,0.6169590643274854,0.6301369863013698
dinov2,set_transformer,,20260819,dinov2-set_transformer-all-seed20260819,1,0.5895446428571429,0.5892222222222222
dinov2,set_transformer,,20260819,dinov2-set_transformer-all-seed20260819,2,0.6691130952380953,0.6691555555555556
dinov2,set_transformer,,20260819,dinov2-set_transformer-all-seed20260819,3,0.6620333333333334,0.6793948126801153
dinov2,set_transformer,,20260819,dinov2-set_transformer-all-seed20260819,4,0.6591760299625468,0.6636363636363636
dinov2,set_transformer,,20260819,dinov2-set_transformer-all-seed20260819,5,0.652046783625731,0.6575342465753424
dinov2,set_transformer,,20260820,dinov2-set_transformer-all-seed20260820,1,0.5885565476190476,0.5871777777777778
dinov2,set_transformer,,20260820,dinov2-set_transformer-all-seed20260820,2,0.6652916666666665,0.6637777777777778
dinov2,set_transformer,,20260820,dinov2-set_transformer-all-seed20260820,3,0.6502083333333333,0.6628242074927954
dinov2,set_transformer,,20260820,dinov2-set_transformer-all-seed20260820,4,0.6700374531835205,0.6545454545454545
dinov2,set_transformer,,20260820,dinov2-set_transformer-all-seed20260820,5,0.6081871345029239,0.6027397260273972
dinov2,set_transformer,,20260821,dinov2-set_transformer-all-seed20260821,1,0.5914910714285715,0.5896666666666667
dinov2,set_transformer,,20260821,dinov2-set_transformer-all-seed20260821,2,0.6754345238095237,0.6732
dinov2,set_transformer,,20260821,dinov2-set_transformer-all-seed20260821,3,0.6660916666666666,0.6641210374639769
dinov2,set_transformer,,20260821,dinov2-set_transformer-all-seed20260821,4,0.6720973782771535,0.6675324675324676
dinov2,set_transformer,,20260821,dinov2-set_transformer-all-seed20260821,5,0.6257309941520467,0.6301369863013698
resnet50,mean_feature,1.0,20260819,resnet50-mean_feature-k1-seed20260819,1,0.28928869047619044,0.2906222222222222
resnet50,mean_feature,1.0,20260819,resnet50-mean_feature-k1-seed20260819,2,0.3337321428571428,0.33542222222222223
resnet50,mean_feature,1.0,20260819,resnet50-mean_feature-k1-seed20260819,3,0.32028333333333336,0.32723342939481265
resnet50,mean_feature,1.0,20260819,resnet50-mean_feature-k1-seed20260819,4,0.2777153558052435,0.27662337662337666
resnet50,mean_feature,1.0,20260819,resnet50-mean_feature-k1-seed20260819,5,0.34795321637426896,0.3150684931506849
resnet50,mean_feature,1.0,20260820,resnet50-mean_feature-k1-seed20260820,1,0.2928035714285714,0.2943777777777778
resnet50,mean_feature,1.0,20260820,resnet50-mean_feature-k1-seed20260820,2,0.3266845238095238,0.3284888888888889
resnet50,mean_feature,1.0,20260820,resnet50-mean_feature-k1-seed20260820,3,0.31965,0.3260806916426513
resnet50,mean_feature,1.0,20260820,resnet50-mean_feature-k1-seed20260820,4,0.2803370786516854,0.2831168831168831
resnet50,mean_feature,1.0,20260820,resnet50-mean_feature-k1-seed20260820,5,0.34795321637426896,0.3150684931506849
resnet50,mean_feature,1.0,20260821,resnet50-mean_feature-k1-seed20260821,1,0.2895238095238095,0.2906666666666667
resnet50,mean_feature,1.0,20260821,resnet50-mean_feature-k1-seed20260821,2,0.3283869047619048,0.3302222222222222
resnet50,mean_feature,1.0,20260821,resnet50-mean_feature-k1-seed20260821,3,0.319375,0.32636887608069165
resnet50,mean_feature,1.0,20260821,resnet50-mean_feature-k1-seed20260821,4,0.2844569288389513,0.2857142857142857
resnet50,mean_feature,1.0,20260821,resnet50-mean_feature-k1-seed20260821,5,0.34795321637426896,0.3150684931506849
resnet50,mean_feature,,20260819,resnet50-mean_feature-all-seed20260819,1,0.29233035714285716,0.2934222222222222
resnet50,mean_feature,,20260819,resnet50-mean_feature-all-seed20260819,2,0.33047023809523807,0.3321777777777778
resnet50,mean_feature,,20260819,resnet50-mean_feature-all-seed20260819,3,0.31023333333333336,0.31743515850144094
resnet50,mean_feature,,20260819,resnet50-mean_feature-all-seed20260819,4,0.28820224719101123,0.28831168831168835
resnet50,mean_feature,,20260819,resnet50-mean_feature-all-seed20260819,5,0.34795321637426896,0.3150684931506849
resnet50,mean_feature,,20260820,resnet50-mean_feature-all-seed20260820,1,0.29540773809523807,0.2965777777777778
resnet50,mean_feature,,20260820,resnet50-mean_feature-all-seed20260820,2,0.3353511904761905,0.3364
resnet50,mean_feature,,20260820,resnet50-mean_feature-all-seed20260820,3,0.31835833333333335,0.3253602305475504
resnet50,mean_feature,,20260820,resnet50-mean_feature-all-seed20260820,4,0.28370786516853935,0.2844155844155844
resnet50,mean_feature,,20260820,resnet50-mean_feature-all-seed20260820,5,0.34795321637426896,0.3150684931506849
resnet50,mean_feature,,20260821,resnet50-mean_feature-all-seed20260821,1,0.2955535714285714,0.2966
resnet50,mean_feature,,20260821,resnet50-mean_feature-all-seed20260821,2,0.33451190476190484,0.33582222222222213
resnet50,mean_feature,,20260821,resnet50-mean_feature-all-seed20260821,3,0.3215833333333334,0.3268011527377521
resnet50,mean_feature,,20260821,resnet50-mean_feature-all-seed20260821,4,0.29007490636704114,0.2922077922077922
resnet50,mean_feature,,20260821,resnet50-mean_feature-all-seed20260821,5,0.34795321637426896,0.3150684931506849
resnet50,probability_mlp,1.0,20260819,resnet50-probability_mlp-k1-seed20260819,1,0.35488095238095235,0.35539999999999994
resnet50,probability_mlp,1.0,20260819,resnet50-probability_mlp-k1-seed20260819,2,0.4135416666666667,0.4143111111111111
resnet50,probability_mlp,1.0,20260819,resnet50-probability_mlp-k1-seed20260819,3,0.41833333333333333,0.43328530259365994
resnet50,probability_mlp,1.0,20260819,resnet50-probability_mlp-k1-seed20260819,4,0.42471910112359545,0.4233766233766234
resnet50,probability_mlp,1.0,20260819,resnet50-probability_mlp-k1-seed20260819,5,0.4883040935672515,0.4520547945205479
resnet50,probability_mlp,1.0,20260820,resnet50-probability_mlp-k1-seed20260820,1,0.3772619047619047,0.37868888888888885
resnet50,probability_mlp,1.0,20260820,resnet50-probability_mlp-k1-seed20260820,2,0.432625,0.43368888888888885
resnet50,probability_mlp,1.0,20260820,resnet50-probability_mlp-k1-seed20260820,3,0.4321333333333333,0.44812680115273773
resnet50,probability_mlp,1.0,20260820,resnet50-probability_mlp-k1-seed20260820,4,0.4194756554307116,0.4090909090909091
resnet50,probability_mlp,1.0,20260820,resnet50-probability_mlp-k1-seed20260820,5,0.4444444444444445,0.3972602739726027
resnet50,probability_mlp,1.0,20260821,resnet50-probability_mlp-k1-seed20260821,1,0.3646458333333334,0.36491111111111113
resnet50,probability_mlp,1.0,20260821,resnet50-probability_mlp-k1-seed20260821,2,0.42429761904761903,0.4249777777777778
resnet50,probability_mlp,1.0,20260821,resnet50-probability_mlp-k1-seed20260821,3,0.42203333333333326,0.435014409221902
resnet50,probability_mlp,1.0,20260821,resnet50-probability_mlp-k1-seed20260821,4,0.46011235955056184,0.4506493506493506
resnet50,probability_mlp,1.0,20260821,resnet50-probability_mlp-k1-seed20260821,5,0.42105263157894735,0.3972602739726027
resnet50,probability_mlp,,20260819,resnet50-probability_mlp-all-seed20260819,1,0.36580654761904763,0.36517777777777777
resnet50,probability_mlp,,20260819,resnet50-probability_mlp-all-seed20260819,2,0.4066845238095238,0.4063555555555555
resnet50,probability_mlp,,20260819,resnet50-probability_mlp-all-seed20260819,3,0.426375,0.44394812680115275
resnet50,probability_mlp,,20260819,resnet50-probability_mlp-all-seed20260819,4,0.41853932584269665,0.43376623376623386
resnet50,probability_mlp,,20260819,resnet50-probability_mlp-all-seed20260819,5,0.42690058479532167,0.3972602739726027
resnet50,probability_mlp,,20260820,resnet50-probability_mlp-all-seed20260820,1,0.36477083333333327,0.36526666666666663
resnet50,probability_mlp,,20260820,resnet50-probability_mlp-all-seed20260820,2,0.40920238095238093,0.4096888888888889
resnet50,probability_mlp,,20260820,resnet50-probability_mlp-all-seed20260820,3,0.4358416666666667,0.45129682997118153
resnet50,probability_mlp,,20260820,resnet50-probability_mlp-all-seed20260820,4,0.4117977528089887,0.41298701298701296
resnet50,probability_mlp,,20260820,resnet50-probability_mlp-all-seed20260820,5,0.44152046783625726,0.410958904109589
resnet50,probability_mlp,,20260821,resnet50-probability_mlp-all-seed20260821,1,0.3736339285714286,0.3728888888888888
resnet50,probability_mlp,,20260821,resnet50-probability_mlp-all-seed20260821,2,0.4159999999999999,0.41537777777777773
resnet50,probability_mlp,,20260821,resnet50-probability_mlp-all-seed20260821,3,0.44251666666666667,0.46282420749279535
resnet50,probability_mlp,,20260821,resnet50-probability_mlp-all-seed20260821,4,0.44662921348314605,0.4298701298701299
resnet50,probability_mlp,,20260821,resnet50-probability_mlp-all-seed20260821,5,0.4649122807017544,0.4246575342465753
resnet50,deepsets,1.0,20260819,resnet50-deepsets-k1-seed20260819,1,0.35488095238095235,0.35539999999999994
resnet50,deepsets,1.0,20260819,resnet50-deepsets-k1-seed20260819,2,0.4177142857142857,0.4174666666666667
resnet50,deepsets,1.0,20260819,resnet50-deepsets-k1-seed20260819,3,0.4171666666666667,0.4404899135446686
resnet50,deepsets,1.0,20260819,resnet50-deepsets-k1-seed20260819,4,0.44569288389513106,0.44805194805194803
resnet50,deepsets,1.0,20260819,resnet50-deepsets-k1-seed20260819,5,0.47076023391812866,0.4383561643835616
resnet50,deepsets,1.0,20260820,resnet50-deepsets-k1-seed20260820,1,0.3772619047619047,0.37868888888888885
resnet50,deepsets,1.0,20260820,resnet50-deepsets-k1-seed20260820,2,0.4412261904761904,0.4412444444444444
resnet50,deepsets,1.0,20260820,resnet50-deepsets-k1-seed20260820,3,0.45060833333333333,0.46873198847262243
resnet50,deepsets,1.0,20260820,resnet50-deepsets-k1-seed20260820,4,0.43838951310861424,0.43506493506493504
resnet50,deepsets,1.0,20260820,resnet50-deepsets-k1-seed20260820,5,0.42690058479532167,0.3835616438356164
resnet50,deepsets,1.0,20260821,resnet50-deepsets-k1-seed20260821,1,0.3646458333333334,0.36491111111111113
resnet50,deepsets,1.0,20260821,resnet50-deepsets-k1-seed20260821,2,0.4223392857142858,0.42195555555555553
resnet50,deepsets,1.0,20260821,resnet50-deepsets-k1-seed20260821,3,0.432975,0.4497118155619596
resnet50,deepsets,1.0,20260821,resnet50-deepsets-k1-seed20260821,4,0.48202247191011244,0.4649350649350649
resnet50,deepsets,1.0,20260821,resnet50-deepsets-k1-seed20260821,5,0.40350877192982454,0.3835616438356164
resnet50,deepsets,,20260819,resnet50-deepsets-all-seed20260819,1,0.3658214285714286,0.3655333333333333
resnet50,deepsets,,20260819,resnet50-deepsets-all-seed20260819,2,0.4159166666666666,0.41577777777777775
resnet50,deepsets,,20260819,resnet50-deepsets-all-seed20260819,3,0.441625,0.4583573487031701
resnet50,deepsets,,20260819,resnet50-deepsets-all-seed20260819,4,0.4408239700374532,0.44025974025974035
resnet50,deepsets,,20260819,resnet50-deepsets-all-seed20260819,5,0.4444444444444444,0.3972602739726027
resnet50,deepsets,,20260820,resnet50-deepsets-all-seed20260820,1,0.35589285714285707,0.35633333333333334
resnet50,deepsets,,20260820,resnet50-deepsets-all-seed20260820,2,0.41135714285714287,0.4116444444444445
resnet50,deepsets,,20260820,resnet50-deepsets-all-seed20260820,3,0.44697500000000007,0.46354466858789634
resnet50,deepsets,,20260820,resnet50-deepsets-all-seed20260820,4,0.4069288389513109,0.41298701298701296
resnet50,deepsets,,20260820,resnet50-deepsets-all-seed20260820,5,0.4269005847953216,0.3972602739726027
resnet50,deepsets,,20260821,resnet50-deepsets-all-seed20260821,1,0.3630803571428571,0.3634222222222222
resnet50,deepsets,,20260821,resnet50-deepsets-all-seed20260821,2,0.4214821428571429,0.4218222222222222
resnet50,deepsets,,20260821,resnet50-deepsets-all-seed20260821,3,0.4588333333333333,0.4769452449567723
resnet50,deepsets,,20260821,resnet50-deepsets-all-seed20260821,4,0.48127340823970033,0.47532467532467526
resnet50,deepsets,,20260821,resnet50-deepsets-all-seed20260821,5,0.4356725146198831,0.3972602739726027
resnet50,set_transformer,1.0,20260819,resnet50-set_transformer-k1-seed20260819,1,0.31857142857142856,0.31875555555555557
resnet50,set_transformer,1.0,20260819,resnet50-set_transformer-k1-seed20260819,2,0.37163095238095245,0.3714666666666667
resnet50,set_transformer,1.0,20260819,resnet50-set_transformer-k1-seed20260819,3,0.38738333333333336,0.4051873198847263
resnet50,set_transformer,1.0,20260819,resnet50-set_transformer-k1-seed20260819,4,0.42340823970037456,0.43506493506493504
resnet50,set_transformer,1.0,20260819,resnet50-set_transformer-k1-seed20260819,5,0.4356725146198831,0.3972602739726027
resnet50,set_transformer,1.0,20260820,resnet50-set_transformer-k1-seed20260820,1,0.32348214285714283,0.3249333333333333
resnet50,set_transformer,1.0,20260820,resnet50-set_transformer-k1-seed20260820,2,0.36150000000000015,0.3614222222222222
resnet50,set_transformer,1.0,20260820,resnet50-set_transformer-k1-seed20260820,3,0.3708583333333334,0.3831412103746397
resnet50,set_transformer,1.0,20260820,resnet50-set_transformer-k1-seed20260820,4,0.348876404494382,0.35584415584415585
resnet50,set_transformer,1.0,20260820,resnet50-set_transformer-k1-seed20260820,5,0.4181286549707603,0.3835616438356164
resnet50,set_transformer,1.0,20260821,resnet50-set_transformer-k1-seed20260821,1,0.3068303571428571,0.3072
resnet50,set_transformer,1.0,20260821,resnet50-set_transformer-k1-seed20260821,2,0.3647380952380953,0.36462222222222224
resnet50,set_transformer,1.0,20260821,resnet50-set_transformer-k1-seed20260821,3,0.3752,0.38674351585014405
resnet50,set_transformer,1.0,20260821,resnet50-set_transformer-k1-seed20260821,4,0.4194756554307116,0.40649350649350646
resnet50,set_transformer,1.0,20260821,resnet50-set_transformer-k1-seed20260821,5,0.4093567251461988,0.3835616438356164
resnet50,set_transformer,,20260819,resnet50-set_transformer-all-seed20260819,1,0.2964672619047619,0.2996
resnet50,set_transformer,,20260819,resnet50-set_transformer-all-seed20260819,2,0.35543452380952373,0.3577333333333333
resnet50,set_transformer,,20260819,resnet50-set_transformer-all-seed20260819,3,0.3778916666666667,0.38256484149855907
resnet50,set_transformer,,20260819,resnet50-set_transformer-all-seed20260819,4,0.39737827715355806,0.38441558441558443
resnet50,set_transformer,,20260819,resnet50-set_transformer-all-seed20260819,5,0.4444444444444445,0.3972602739726027
resnet50,set_transformer,,20260820,resnet50-set_transformer-all-seed20260820,1,0.29659821428571426,0.29706666666666665
resnet50,set_transformer,,20260820,resnet50-set_transformer-all-seed20260820,2,0.3468035714285714,0.34688888888888886
resnet50,set_transformer,,20260820,resnet50-set_transformer-all-seed20260820,3,0.33889583333333334,0.35878962536023057
resnet50,set_transformer,,20260820,resnet50-set_transformer-all-seed20260820,4,0.3029962546816479,0.3155844155844155
resnet50,set_transformer,,20260820,resnet50-set_transformer-all-seed20260820,5,0.3333333333333333,0.3013698630136986
resnet50,set_transformer,,20260821,resnet50-set_transformer-all-seed20260821,1,0.2892470238095238,0.2908
resnet50,set_transformer,,20260821,resnet50-set_transformer-all-seed20260821,2,0.36172619047619053,0.362
resnet50,set_transformer,,20260821,resnet50-set_transformer-all-seed20260821,3,0.36358333333333337,0.3840057636887608
resnet50,set_transformer,,20260821,resnet50-set_transformer-all-seed20260821,4,0.39213483146067424,0.374025974025974
resnet50,set_transformer,,20260821,resnet50-set_transformer-all-seed20260821,5,0.4298245614035088,0.3972602739726027
