,backbone,model,method,condition,repeat,budget,accuracy_control,all_single_wrong_set_correct_control,any_single_correct_set_wrong_control,brier_control,group_equal_brier_control,group_equal_ece_control,group_equal_nll_control,group_equal_top5_control,groups_control,joint_wrong_pair_control,micro_accuracy_control,nll_control,same_wrong_pair_control,singleton_accuracy_control,taxa_control,top5_control,groups_real,taxa_real,accuracy_real,singleton_accuracy_real,joint_wrong_pair_real,same_wrong_pair_real,any_single_correct_set_wrong_real,all_single_wrong_set_correct_real,nll_real,brier_real,top5_real,micro_accuracy_real,group_equal_nll_real,group_equal_brier_real,group_equal_top5_real,group_equal_ece_real,accuracy_delta,singleton_accuracy_delta,joint_wrong_pair_delta,same_wrong_pair_delta,any_single_correct_set_wrong_delta,all_single_wrong_set_correct_delta,nll_delta,brier_delta,top5_delta
51,dinov2,deepsets,native,difficulty_matched,10,2,0.7603131669169404,0.0295000596887389,0.0574666161930312,0.3257638723466397,0.3439158903238932,0.0891857030218579,0.9767306545822612,0.9078762306610408,474.0,0.2117202765787671,0.7472573839662447,0.9101608666347532,0.0147586602775282,0.5977113833638991,53.0,0.9207175482332716,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.0915109058190819,0.0,-0.062306221032636,-0.1043474607153852,-0.0163063148126041,0.0128983699738416,-0.3883073757664932,-0.1091683157495449,0.0391214044515932
56,dinov2,deepsets,native,difficulty_matched,11,2,0.7666832148750388,0.0330415129943431,0.0567449903927891,0.3188098955509864,0.3321618884718257,0.0991542528656324,0.9585323963373076,0.9105954055321144,474.0,0.2096133077265153,0.7568213783403657,0.9017967585952584,0.0182804005917213,0.5977113833638991,53.0,0.9213285549763536,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.0978809537771803,0.0,-0.0644131898848879,-0.100825720401192,-0.0170279406128462,0.0164398232794459,-0.396671483805988,-0.1161222925451982,0.0397324111946753
61,dinov2,deepsets,native,difficulty_matched,12,2,0.7702805231107118,0.0352982709114784,0.0473220612371555,0.3283793588049435,0.3429800984565379,0.0928307601744531,0.9674259244862324,0.9167369901547116,474.0,0.217695686563611,0.7588607594936709,0.9116538557756164,0.016238644304682,0.5977113833638991,53.0,0.9251463770331696,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.1014782620128533,0.0,-0.0563308110477921,-0.1028674766882313,-0.0264508697684798,0.0186965811965812,-0.3868143866256302,-0.1065528292912411,0.0435502332514912
66,dinov2,deepsets,native,difficulty_matched,13,2,0.7727082607585752,0.0423737862417107,0.0588681118555332,0.3226619809099574,0.3382041703380452,0.087440639000737,0.955971676534563,0.9203000468823254,474.0,0.2107974136276023,0.7586732301922176,0.9079452403117,0.0198976512655757,0.5977113833638991,53.0,0.9289248458273616,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.1039059996607166,0.0,-0.0632290839838009,-0.0992084697273376,-0.0149048191501021,0.0257720965268135,-0.3905230020895463,-0.1122702071862272,0.0473287020456832
71,dinov2,deepsets,native,difficulty_matched,14,2,0.7548442182089982,0.033957167919432,0.060109535817083,0.3336545024001129,0.3446079881098904,0.0889081272635865,0.9806559553135582,0.9143225503985,474.0,0.2190034138933509,0.7465307079231129,0.9321168051035142,0.0234489828829451,0.5977113833638991,53.0,0.9211974084615594,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.0860419571111395,0.0,-0.0550230837180522,-0.0956571381099682,-0.0136633951885524,0.0173554782045348,-0.3663514372977323,-0.1012776856960718,0.0396012646798811
76,dinov2,deepsets,native,difficulty_matched,15,2,0.7585227752680582,0.0360874101440139,0.0568098102689297,0.3386926910829437,0.3555698247165923,0.0743224021244708,1.006422407782243,0.9055555555555556,474.0,0.2207548246070258,0.7451242381622128,0.9416174213170834,0.0255969397478831,0.5977113833638991,53.0,0.9205821664941162,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.0897205141701996,0.0,-0.0532716730043774,-0.0935091812450302,-0.0169631207367056,0.0194857204291166,-0.356850821084163,-0.0962394970132409,0.0389860227124378
81,dinov2,deepsets,native,difficulty_matched,16,2,0.764703997958715,0.0460447571296627,0.0569917242087053,0.3279908913107656,0.3431514306778445,0.0878555328118454,0.9607357209527287,0.919127988748242,474.0,0.2243490349622424,0.7565869667135491,0.9077242163701046,0.0199330456405928,0.5977113833638991,53.0,0.9310373850468188,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.0959017368608564,0.0,-0.0496774626491607,-0.0991730753523206,-0.01678120679693,0.0294430674147655,-0.3907440260311418,-0.1069412967854191,0.0494412412651407
86,dinov2,deepsets,native,difficulty_matched,17,2,0.7638125966742318,0.0294461740216457,0.0539462604714177,0.3245803126527562,0.3402983131867468,0.0883342027080852,0.9765242378153428,0.9172058134083452,474.0,0.211687316875996,0.7510079699953117,0.9202043808088236,0.0216708867652263,0.5977113833638991,53.0,0.9278168343419916,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.0950103355763732,0.0,-0.0623391807354071,-0.097435234227687,-0.0198266705342177,0.0128444843067484,-0.378263861592423,-0.1103518754434284,0.0462206905603132
91,dinov2,deepsets,native,difficulty_matched,18,2,0.7644548236529368,0.0299849608811872,0.0580663745758085,0.3261491565882768,0.3420779479561294,0.0816328732074145,0.9565950599025682,0.919831223628692,474.0,0.2074637626524419,0.7521097046413502,0.8995427355994629,0.0160155009211613,0.5977113833638991,53.0,0.9309157212459098,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.0956525625550783,0.0,-0.0665627349589613,-0.1030906200717521,-0.0157065564298268,0.01338327116629,-0.3989255068017837,-0.1087830315079078,0.0493195774642316
96,dinov2,deepsets,native,difficulty_matched,19,2,0.7583842083842084,0.0345196382932232,0.0629441313403577,0.3296152579005819,0.3449161000023604,0.0829277868624086,0.9677239577236008,0.9168073136427568,474.0,0.213191298568657,0.7462962962962963,0.9128666412019202,0.0239175220307295,0.5977113833638991,53.0,0.9258975301428132,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.0895819472863498,0.0,-0.0608351990427462,-0.0951885989621838,-0.0108287996652776,0.0179179485783259,-0.3856016011993262,-0.1053169301956027,0.0443013863611347
101,dinov2,deepsets,native,unrestricted_common,0,2,0.772698583154558,0.0356106245257188,0.067330735884195,0.320488691055814,0.3320734537975778,0.0839887254146192,0.8956707379107014,0.9285982184716364,474.0,0.1955813054869658,0.7617909048288795,0.8606291766103643,0.0251863876863876,0.5977113833638991,53.0,0.9354698294949864,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.1038963220566994,0.0,-0.0784451921244373,-0.0939197333065257,-0.0064421951214404,0.0190089348108216,-0.4378390657908822,-0.1144434970403706,0.0538736857133083
106,dinov2,deepsets,native,unrestricted_common,1,2,0.7744182471383728,0.0416945563171978,0.0722089726020543,0.3242410106085615,0.3389896261476816,0.0881278462163087,0.8804509735338888,0.9423581809657758,474.0,0.1950673365767705,0.7620721987810595,0.8403335356674049,0.0214772386942198,0.5977113833638991,53.0,0.9452618020228082,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.1056159860405143,0.0,-0.0789591610346327,-0.0976288822986936,-0.001563958403581,0.0250928666023005,-0.4581347067338416,-0.1106911774876231,0.0636656582411299
111,dinov2,deepsets,native,unrestricted_common,2,2,0.7584177905718784,0.0383828057570196,0.0858867809339507,0.3263778581334411,0.3377389466204075,0.0864240841373305,0.8554315473697294,0.953258321612752,474.0,0.1940782342511902,0.7498124706985467,0.8244187543048559,0.0268698021056511,0.5977113833638991,53.0,0.9550911091005432,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.08961552947402,0.0,-0.079948263360213,-0.0922363188872622,0.0121138499283153,0.0217811160421223,-0.4740494880963905,-0.1085543299627435,0.0734949653188647
116,dinov2,deepsets,native,unrestricted_common,3,2,0.7801648124761331,0.0361186740117557,0.0667366322240536,0.3165678756870212,0.3306280444492558,0.0892016656375439,0.8661755402462815,0.9399203000468824,474.0,0.1892172293115689,0.7686591654946086,0.8306670188134001,0.0225603973245482,0.5977113833638991,53.0,0.9426601525658128,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.1113625513782745,0.0,-0.0848092682998343,-0.0965457236683651,-0.0070362987815817,0.0195169842968585,-0.4678012235878463,-0.1183643124091634,0.0610640087841345
121,dinov2,deepsets,native,unrestricted_common,4,2,0.7672187089639917,0.033215378262548,0.0611229790475073,0.3221554223647229,0.3378330312569884,0.0932905675098474,0.8937087863181766,0.9336146272855134,474.0,0.2048736902510487,0.7539381153305205,0.8512177370507413,0.0172718877907557,0.5977113833638991,53.0,0.939998741649685,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.0984164478661332,0.0,-0.0691528073603545,-0.1018342332021577,-0.012649951958128,0.0166136885476508,-0.4472505053505052,-0.1127767657314617,0.0584025978680068
126,dinov2,deepsets,native,unrestricted_common,5,2,0.7681797761986441,0.0374200805018415,0.0710795726518997,0.3274665995770435,0.3389716002602688,0.0837194471852744,0.8996946313177238,0.939662447257384,474.0,0.1981607316512976,0.7583216127519924,0.8641862201065676,0.0286425576519916,0.5977113833638991,53.0,0.9434292995613748,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.0993775151007855,0.0,-0.0758657659601055,-0.0904635633409218,-0.0026933583537357,0.0208183907869442,-0.4342820222946789,-0.1074655885191411,0.0618331557796966
131,dinov2,deepsets,native,unrestricted_common,6,2,0.76679688236292,0.0326799307145219,0.0601552680955196,0.322720238853372,0.3342807433827464,0.0845403180029321,0.9229613140291651,0.9267229254571028,474.0,0.2057277802560821,0.7624941397093296,0.8840550876420291,0.0225317659279923,0.5977113833638991,53.0,0.9324308814874852,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.0979946212650614,0.0,-0.068298717355321,-0.096574355064921,-0.0136176629101157,0.0160782409996246,-0.4144131547592174,-0.1122119492428126,0.0508347377058069
136,dinov2,deepsets,native,unrestricted_common,7,2,0.768813919600083,0.0362777247211209,0.0693319928382821,0.3187504562506912,0.3350775594316847,0.0847851571888499,0.8843927640955337,0.9425925925925924,474.0,0.1981318122827556,0.7592827004219408,0.8398495807703531,0.0212221042409721,0.5977113833638991,53.0,0.9467233209371572,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.1000116585022245,0.0,-0.0758946853286475,-0.0978840167519412,-0.0044409381673532,0.0196760350062236,-0.4586186616308934,-0.1161817318454934,0.065127177155479
141,dinov2,deepsets,native,unrestricted_common,8,2,0.7699520343388269,0.0330690855848088,0.0636269187369816,0.3166914060748003,0.3320306928440192,0.0876436091117662,0.8766028652090242,0.9414908579465542,474.0,0.1994901325090004,0.7589779653070793,0.8324933888788889,0.0248825423353725,0.5977113833638991,53.0,0.9447213513251248,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.1011497732409683,0.0,-0.0745363651024028,-0.0942235786575409,-0.0101460122686537,0.0164673958699115,-0.4659748535223575,-0.1182407820213843,0.0631252075434466
146,dinov2,deepsets,native,unrestricted_common,9,2,0.7611805007245258,0.034871502245716,0.0812016396135893,0.3331953871086146,0.3478305093348044,0.0747837140852305,0.8851681324101458,0.9460618846694796,474.0,0.1924893619076009,0.7505157055789967,0.8476363208416281,0.0233745639406016,0.5977113833638991,53.0,0.9486125596974654,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.0923782396266672,0.0,-0.0815371357038023,-0.0957315570523117,0.0074287086079538,0.0182698125308188,-0.4508319215596182,-0.10173680098757,0.067016415915787
151,dinov2,deepsets,native,unrestricted_common,10,2,0.7683471490075262,0.03315257419031,0.0686328230353387,0.3251507798338726,0.3362721020540855,0.0846775762652965,0.8861371717868433,0.9330285982184716,474.0,0.1961726021474449,0.7600328176277543,0.8451676512403791,0.0247958016825941,0.5977113833638991,53.0,0.9413019428742698,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.0995448879096676,0.0,-0.0778538954639583,-0.0943103193103192,-0.0051401079702966,0.0165508844754127,-0.4533005911608672,-0.109781408262312,0.0597057990925915
156,dinov2,deepsets,native,unrestricted_common,11,2,0.7642601894960382,0.0351462566085207,0.0693932028837689,0.3306139178891642,0.3416479433487948,0.0720360210012562,0.9112473655904596,0.9281997187060478,474.0,0.2014928642287133,0.756657290201594,0.8759857772425255,0.0236015818562988,0.5977113833638991,53.0,0.933180181686471,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.0954579283981797,0.0,-0.0725336333826899,-0.0955045391366145,-0.0043797281218664,0.0185445668936234,-0.4224824651587209,-0.1043182702070204,0.0515840379047927
161,dinov2,deepsets,native,unrestricted_common,12,2,0.7795703626678469,0.0432482902608688,0.0681208641114301,0.3182577368212713,0.3314129961670127,0.0961498206580014,0.8615812260334418,0.9528832630098452,474.0,0.1955570634815917,0.7683309892170652,0.8295415726009668,0.0248901866826395,0.5977113833638991,53.0,0.9552962411452977,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.1107681015699883,0.0,-0.0784694341298114,-0.0942159343102739,-0.0056520668942052,0.0266466005459716,-0.4689266698002796,-0.1166744512749133,0.0737000973636193
166,dinov2,deepsets,native,unrestricted_common,13,2,0.7611636412737041,0.0355079465142358,0.0688714587299493,0.327847140173483,0.3458919579273022,0.0764327539166848,0.9159379563363363,0.9387716830754806,474.0,0.2054728465105823,0.7484060009376465,0.8673872489778186,0.0237528282339603,0.5977113833638991,53.0,0.9444308224968602,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.0923613801758455,0.0,-0.0685536511008209,-0.0953532927589531,-0.0049014722756861,0.0189062567993385,-0.4310809934234279,-0.1070850479227017,0.0628346787151819
171,dinov2,deepsets,native,unrestricted_common,14,2,0.7684115412888998,0.0341450478242931,0.0692304114473925,0.3178240522595569,0.334862134906974,0.0896340738110457,0.8900180794075654,0.9426160337552744,474.0,0.1965030950880007,0.7562587904360055,0.8370847974202139,0.0238536533347854,0.5977113833638991,53.0,0.9485579730076584,474.0,53.0,0.6688022610978585,0.5977113833638991,0.2740264976114032,0.1191061209929134,0.0737729310056354,0.0166016897148972,1.2984682424012464,0.4349321880961846,0.8815961437816782,0.6586966713548992,1.3544586241902976,0.4460507677460145,0.8736052508204407,0.0683303710158811,0.0996092801910412,0.0,-0.0775234025234025,-0.095252467658128,-0.0045425195582428,0.0175433581093958,-0.4613834449810324,-0.1171081358366277,0.0669618292259802
