,backbone,model,method,budget,groups,taxa,accuracy,singleton_accuracy,joint_wrong_pair,same_wrong_pair,any_single_correct_set_wrong,all_single_wrong_set_correct,nll,brier,top5,micro_accuracy,group_equal_nll,group_equal_brier,group_equal_top5,group_equal_ece
43,resnet50,deepsets,native,4,230.0,56.0,0.4388085789871503,0.3604366260393046,0.5130552406147643,0.1679889455782313,0.1761734693877551,0.0094212962962962,2.1215810520099923,0.6918323783625239,0.7629355631141346,0.428695652173913,2.1428454466456586,0.7052054973017099,0.7704347826086956,0.0798794960414153
44,resnet50,deepsets,native,5,108.0,47.0,0.4326241134751773,0.3270921985815602,0.5283924349881798,0.1622813238770685,0.2325059101654846,0.0141843971631205,1.9797139648657265,0.6997047507131394,0.8436170212765957,0.441358024691358,1.907366575540001,0.6835671365607189,0.8456790123456791,0.0923875041857913
45,resnet50,deepsets,probability_pool,1,1121.0,56.0,0.350483132897905,0.350483132897905,,,0.0,0.0,2.569518473061731,0.7915711954322339,0.6759461629926579,0.3464367132520567,2.574270251578261,0.7958984205195211,0.6766726137377342,0.0847015920827815
46,resnet50,deepsets,probability_pool,2,1121.0,56.0,0.4080053328211772,0.350483132897905,0.5115822084120336,0.1835158109774758,0.0865376951158829,0.0061252363490936,2.2853607482624105,0.7424106705671664,0.7380773390124719,0.4008127663792248,2.296479098809033,0.7473898210968525,0.7367429874120329,0.0397488140382691
47,resnet50,deepsets,probability_pool,3,510.0,56.0,0.4257261240743383,0.3450296294864747,0.5261330573086526,0.1731563255968017,0.1221829195936338,0.0035931594860166,2.3033627930284024,0.7322413663277448,0.7266321922125494,0.4159477124183006,2.303203896180944,0.7417687742312541,0.7294444444444443,0.0697926338591519
48,resnet50,deepsets,probability_pool,4,230.0,56.0,0.4450368480725623,0.3604366260393046,0.5130552406147643,0.1679889455782313,0.1607619992441421,0.0002380952380952,2.1991179722593985,0.7124927439188591,0.7578996598639457,0.4344927536231884,2.232913831954719,0.7267465851244425,0.7571014492753623,0.1086753623584506
49,resnet50,deepsets,probability_pool,5,108.0,47.0,0.4308510638297871,0.3270921985815602,0.5283924349881798,0.1622813238770685,0.2200945626477541,0.0,2.1228784093110358,0.7325971730327173,0.8138297872340425,0.4475308641975308,2.0434663780129,0.7159172565193467,0.8302469135802468,0.149160898660036
50,resnet50,probability_mlp,native,1,1121.0,56.0,0.3563081089424731,0.3563081089424731,,,0.0,0.0,2.5804775237413806,0.79461858016918,0.6774618089651806,0.3509763108335811,2.586088118179997,0.7997432176098074,0.6783130141738528,0.1001228158262052
51,resnet50,probability_mlp,native,2,1121.0,56.0,0.4082220115125119,0.3563081089424731,0.5106070147120022,0.1896661690329306,0.0846320390023377,0.0034610652268519,2.2872670620014834,0.7426138082452424,0.7315933263494029,0.4008425017345624,2.2998689890841706,0.7485549541538697,0.7310734463276836,0.0283441003676016
52,resnet50,probability_mlp,native,3,510.0,56.0,0.423187337629302,0.3554693886911148,0.5248791073344644,0.183633629377677,0.1168655137851566,0.0026104434586577,2.2986931818569363,0.7282271285951175,0.7201466605484462,0.4113071895424836,2.3022604428424454,0.7399192196812532,0.7213398692810458,0.0500706754349707
53,resnet50,probability_mlp,native,4,230.0,56.0,0.4578930461073319,0.3757466458805745,0.5105886243386242,0.1604254062736205,0.1352173091458805,0.0029166666666666,2.1946449627927707,0.7060846512333031,0.7442285525321242,0.4431884057971014,2.237520249058791,0.7235536581849482,0.7420289855072464,0.0897911574378393
54,resnet50,probability_mlp,native,5,108.0,47.0,0.4358156028368794,0.345531914893617,0.5267139479905437,0.1659456264775413,0.200709219858156,0.0,2.098204918725504,0.7306575623121843,0.8150118203309694,0.4475308641975308,2.024896114467177,0.714124497994599,0.8240740740740741,0.1581385344450856
55,resnet50,probability_mlp,probability_pool,1,1121.0,56.0,0.3563081089424731,0.3563081089424731,,,0.0,0.0,2.5804775237413806,0.79461858016918,0.6774618089651806,0.3509763108335811,2.586088118179997,0.7997432176098074,0.6783130141738528,0.1001228158262052
56,resnet50,probability_mlp,probability_pool,2,1121.0,56.0,0.4082220115125119,0.3563081089424731,0.5106070147120022,0.1896661690329306,0.0846320390023377,0.0034610652268519,2.2872670665445245,0.7426138114666703,0.7315933263494029,0.4008425017345624,2.299868994276878,0.7485549577037068,0.7310734463276836,0.0283441011578072
57,resnet50,probability_mlp,probability_pool,3,510.0,56.0,0.423187337629302,0.3554693886911148,0.5248791073344644,0.183633629377677,0.1168655137851566,0.0026104434586577,2.2986931793670635,0.7282271274230748,0.7201466605484462,0.4113071895424836,2.302260441117681,0.7399192180234871,0.7213398692810458,0.0500706712710892
58,resnet50,probability_mlp,probability_pool,4,230.0,56.0,0.4578930461073319,0.3757466458805745,0.5105886243386242,0.1604254062736205,0.1352173091458805,0.0029166666666666,2.1946449558724925,0.7060846530259189,0.7442285525321242,0.4431884057971014,2.237520243074812,0.7235536585838372,0.7420289855072464,0.0897911561065123
59,resnet50,probability_mlp,probability_pool,5,108.0,47.0,0.4358156028368794,0.345531914893617,0.5267139479905437,0.1659456264775413,0.200709219858156,0.0,2.098204929835235,0.7306575588136729,0.8150118203309694,0.4475308641975308,2.024896116378177,0.7141244941785514,0.8240740740740741,0.1581385299058582
