observation_id,observer_id,taxon_id,class_index,cohort,split
339531343,7545046,4205,1,robird_scaleup_v5_2_4_candidate,train
341373128,1848876,4205,1,roq_confirmation_inspected,validation
344994640,8204969,4205,1,robird_scaleup_v5_2_4_candidate,train
346549124,4110224,4205,1,robird_scaleup_v5_2_4_candidate,train
348937063,179921,4205,1,robird_scaleup_v5_2_4_candidate,train
354027798,10362710,4205,1,robird_scaleup_v5_2_4_candidate,train
358843551,2418298,4205,1,roq_original_inspected,train
358987849,7402612,4205,1,roq_original_inspected,train
359327999,2418298,4205,1,roq_original_inspected,train
360208534,3835890,4205,1,roq_original_inspected,train
361127038,3835890,4205,1,roq_original_inspected,train
366863619,3635752,4205,1,roq_original_inspected,train
367798295,9343043,4205,1,roq_confirmation_inspected,validation
370584238,5987056,4205,1,robird_scaleup_v5_2_4_candidate,development_test
372124394,8115440,4205,1,roq_original_inspected,train
373154506,5525789,4205,1,roq_confirmation_inspected,train
374081170,8115440,4205,1,roq_original_inspected,train
374881319,169494,4205,1,robird_scaleup_v5_2_4_candidate,train
377232842,600928,4205,1,roq_original_inspected,train
380661217,6578195,4205,1,roq_original_inspected,development_test
387348267,8115440,4205,1,roq_original_inspected,train
387348273,8115440,4205,1,roq_original_inspected,train
387348331,8115440,4205,1,roq_original_inspected,train
67196160,2469630,4209,2,robird_scaleup_v5_2_4_candidate,train
77636170,2111934,4209,2,robird_scaleup_v5_2_4_candidate,development_test
87960604,211326,4209,2,robird_scaleup_v5_2_4_candidate,development_test
101713375,1770255,4209,2,robird_scaleup_v5_2_4_candidate,development_test
107350910,2643331,4209,2,robird_scaleup_v5_2_4_candidate,train
108366272,1571085,4209,2,robird_scaleup_v5_2_4_candidate,train
136421610,1744563,4209,2,robird_scaleup_v5_2_4_candidate,train
148681825,6134921,4209,2,robird_scaleup_v5_2_4_candidate,development_test
149339869,3788682,4209,2,robird_scaleup_v5_2_4_candidate,train
158045829,5226177,4209,2,robird_scaleup_v5_2_4_candidate,train
160026203,2041659,4209,2,robird_scaleup_v5_2_4_candidate,train
180710121,689028,4209,2,robird_scaleup_v5_2_4_candidate,train
198247153,555774,4209,2,robird_scaleup_v5_2_4_candidate,train
213979947,304552,4209,2,robird_scaleup_v5_2_4_candidate,validation
214744150,6491907,4209,2,robird_scaleup_v5_2_4_candidate,train
234764361,8202202,4209,2,robird_scaleup_v5_2_4_candidate,train
257237922,7720654,4209,2,robird_scaleup_v5_2_4_candidate,train
263793797,3804546,4209,2,roq_confirmation_inspected,train
266999207,6166045,4209,2,roq_confirmation_inspected,train
267193260,7058583,4209,2,robird_scaleup_v5_2_4_candidate,validation
268920195,851619,4209,2,roq_confirmation_inspected,validation
274779779,3641360,4209,2,robird_scaleup_v5_2_4_candidate,train
282002809,473473,4209,2,roq_confirmation_inspected,development_test
296070934,3437647,4209,2,roq_confirmation_inspected,validation
313471078,3103236,4209,2,roq_confirmation_inspected,train
314070890,5151462,4209,2,roq_confirmation_inspected,train
326184369,2200409,4209,2,robird_scaleup_v5_2_4_candidate,train
329858353,1985539,4209,2,roq_confirmation_inspected,train
331203063,4139900,4209,2,roq_confirmation_inspected,train
332359071,950837,4209,2,roq_confirmation_inspected,train
336529502,731016,4209,2,roq_confirmation_inspected,validation
336962991,108348,4209,2,robird_scaleup_v5_2_4_candidate,train
337699276,3093258,4209,2,robird_scaleup_v5_2_4_candidate,development_test
338453850,7698759,4209,2,robird_scaleup_v5_2_4_candidate,validation
344121523,3141961,4209,2,robird_scaleup_v5_2_4_candidate,train
349591418,934258,4209,2,roq_original_inspected,validation
349629427,6376980,4209,2,robird_scaleup_v5_2_4_candidate,development_test
349800462,4069994,4209,2,roq_original_inspected,train
350580966,8050736,4209,2,roq_original_inspected,train
354163278,2602076,4209,2,roq_original_inspected,train
356367706,2850982,4209,2,roq_original_inspected,train
359436322,519014,4209,2,roq_original_inspected,validation
359490334,3309653,4209,2,roq_confirmation_inspected,development_test
359690554,8393830,4209,2,roq_original_inspected,train
360937091,1866117,4209,2,roq_confirmation_inspected,train
361744088,4842571,4209,2,roq_original_inspected,train
361772223,8115440,4209,2,roq_original_inspected,train
367032096,767381,4209,2,roq_original_inspected,train
372269989,8115440,4209,2,roq_original_inspected,train
376245363,7951127,4209,2,robird_scaleup_v5_2_4_candidate,train
377624533,6633440,4209,2,roq_original_inspected,train
383534291,2458916,4209,2,roq_original_inspected,train
57144,4234,4235,3,robird_scaleup_v5_2_4_candidate,train
1062698,36074,4235,3,robird_scaleup_v5_2_4_candidate,validation
10471821,6677,4235,3,robird_scaleup_v5_2_4_candidate,train
27595001,849276,4235,3,robird_scaleup_v5_2_4_candidate,train
35094836,10999,4235,3,robird_scaleup_v5_2_4_candidate,train
49351935,2286,4235,3,robird_scaleup_v5_2_4_candidate,development_test
52092662,760088,4235,3,robird_scaleup_v5_2_5_candidate,train
81138128,1988553,4235,3,robird_scaleup_v5_2_4_candidate,train
82565790,31034,4235,3,robird_scaleup_v5_2_4_candidate,train
84104952,81025,4235,3,robird_scaleup_v5_2_5_candidate,validation
125337234,1065223,4235,3,robird_scaleup_v5_2_4_candidate,train
127782379,6474,4235,3,robird_scaleup_v5_2_4_candidate,development_test
156132281,2807536,4235,3,robird_scaleup_v5_2_4_candidate,development_test
163717600,6612278,4235,3,robird_scaleup_v5_2_4_candidate,train
172923849,4999524,4235,3,roq_confirmation_inspected,train
188619001,6447465,4235,3,roq_confirmation_inspected,validation
199147346,516849,4235,3,roq_confirmation_inspected,train
199744815,287185,4235,3,roq_confirmation_inspected,train
201341746,811506,4235,3,robird_scaleup_v5_2_4_candidate,development_test
202188595,3290,4235,3,roq_confirmation_inspected,validation
207877167,277496,4235,3,roq_confirmation_inspected,train
241960679,2450298,4235,3,robird_scaleup_v5_2_4_candidate,train
253833639,288282,4235,3,roq_confirmation_inspected,train
268824314,1065779,4235,3,robird_scaleup_v5_2_4_candidate,train
271467698,6767868,4235,3,robird_scaleup_v5_2_4_candidate,train
281913813,3768428,4235,3,roq_confirmation_inspected,train
283244808,7414347,4235,3,robird_scaleup_v5_2_5_candidate,development_test
291631601,9028447,4235,3,robird_scaleup_v5_2_4_candidate,train
312492865,1929028,4235,3,roq_confirmation_inspected,train
313937040,5739023,4235,3,robird_scaleup_v5_2_4_candidate,validation
315331368,7018780,4235,3,roq_confirmation_inspected,train
336026057,923842,4235,3,roq_confirmation_inspected,validation
344799582,8562103,4235,3,roq_confirmation_inspected,train
345470047,2404803,4235,3,roq_original_inspected,train
346007240,5799120,4235,3,roq_original_inspected,development_test
349061550,4788011,4235,3,roq_original_inspected,train
349328754,483044,4235,3,roq_original_inspected,train
354096868,2587013,4235,3,roq_original_inspected,validation
355096738,241923,4235,3,roq_original_inspected,train
358100656,257023,4235,3,roq_original_inspected,development_test
360053839,2562944,4235,3,robird_scaleup_v5_2_4_candidate,train
360603167,1014628,4235,3,roq_original_inspected,train
360607144,1046091,4235,3,roq_confirmation_inspected,train
364025138,2511996,4235,3,roq_original_inspected,train
367092993,3916529,4235,3,roq_original_inspected,train
385300065,4878942,4235,3,roq_original_inspected,train
385938660,3920526,4235,3,roq_original_inspected,train
391633587,1597471,4235,3,robird_scaleup_v5_2_4_candidate,train
294468157,4185036,4328,4,robird_scaleup_v5_2_4_candidate,train
296063749,7794369,4328,4,robird_scaleup_v5_2_4_candidate,train
302269539,6203257,4328,4,robird_scaleup_v5_2_4_candidate,train
303293471,534023,4328,4,robird_scaleup_v5_2_4_candidate,train
304348747,9533706,4328,4,robird_scaleup_v5_2_4_candidate,validation
304992210,5793134,4328,4,robird_scaleup_v5_2_4_candidate,train
308497017,7168805,4328,4,robird_scaleup_v5_2_4_candidate,train
310125866,1801402,4328,4,robird_scaleup_v5_2_4_candidate,train
315755358,2646253,4328,4,robird_scaleup_v5_2_4_candidate,validation
329179970,15030,4328,4,robird_scaleup_v5_2_4_candidate,development_test
329287328,2699043,4328,4,robird_scaleup_v5_2_4_candidate,validation
333299497,4372708,4328,4,robird_scaleup_v5_2_4_candidate,train
335777475,958507,4328,4,robird_scaleup_v5_2_4_candidate,development_test
335942918,1604562,4328,4,robird_scaleup_v5_2_4_candidate,train
339638207,6044667,4328,4,robird_scaleup_v5_2_4_candidate,development_test
341458851,5306762,4328,4,robird_scaleup_v5_2_4_candidate,development_test
341776527,4471694,4328,4,robird_scaleup_v5_2_4_candidate,train
341951761,9592055,4328,4,robird_scaleup_v5_2_4_candidate,train
341989351,7004380,4328,4,robird_scaleup_v5_2_4_candidate,train
344618653,716561,4328,4,robird_scaleup_v5_2_5_candidate,train
344798076,943599,4328,4,roq_confirmation_inspected,development_test
345492900,269028,4328,4,robird_scaleup_v5_2_4_candidate,validation
345533205,1752916,4328,4,roq_confirmation_inspected,validation
346019397,319407,4328,4,robird_scaleup_v5_2_4_candidate,train
348393112,7056840,4328,4,robird_scaleup_v5_2_4_candidate,validation
349003178,3844843,4328,4,roq_confirmation_inspected,validation
355952746,2584269,4328,4,roq_confirmation_inspected,train
356981544,1469253,4328,4,roq_confirmation_inspected,development_test
358154897,8914468,4328,4,robird_scaleup_v5_2_4_candidate,train
366199282,8819303,4328,4,roq_confirmation_inspected,train
373275261,678764,4328,4,roq_confirmation_inspected,development_test
374625474,14405,4328,4,robird_scaleup_v5_2_4_candidate,train
376877197,516268,4328,4,roq_confirmation_inspected,train
378256890,7272281,4328,4,roq_confirmation_inspected,train
379516775,3937945,4328,4,roq_confirmation_inspected,train
380083302,3628742,4328,4,roq_original_inspected,train
380828711,18327,4328,4,roq_original_inspected,train
381495599,1417803,4328,4,roq_original_inspected,train
383499780,2855236,4328,4,roq_confirmation_inspected,train
383675659,177231,4328,4,roq_original_inspected,validation
384072648,5290401,4328,4,roq_original_inspected,train
384096279,7919204,4328,4,roq_confirmation_inspected,train
384719307,7521541,4328,4,roq_original_inspected,train
386789800,6206309,4328,4,roq_original_inspected,train
387393541,9782325,4328,4,robird_scaleup_v5_2_4_candidate,train
387839910,4930252,4328,4,roq_original_inspected,train
387978190,1417803,4328,4,roq_original_inspected,train
388089800,8001184,4328,4,robird_scaleup_v5_2_4_candidate,train
389153741,845212,4328,4,roq_original_inspected,development_test
389497311,4390976,4328,4,roq_original_inspected,train
390346020,1417803,4328,4,roq_original_inspected,train
391702295,1592520,4328,4,roq_confirmation_inspected,train
155116372,5020599,4345,5,robird_scaleup_v5_2_4_candidate,train
156513871,4527182,4345,5,robird_scaleup_v5_2_4_candidate,validation
171781361,1603226,4345,5,robird_scaleup_v5_2_4_candidate,train
172268588,5227378,4345,5,robird_scaleup_v5_2_4_candidate,validation
176664453,5346459,4345,5,robird_scaleup_v5_2_4_candidate,validation
182085170,1111740,4345,5,robird_scaleup_v5_2_4_candidate,train
185745472,46628,4345,5,robird_scaleup_v5_2_4_candidate,development_test
189513312,6571086,4345,5,robird_scaleup_v5_2_4_candidate,train
191629052,4522573,4345,5,robird_scaleup_v5_2_4_candidate,train
193406486,5677274,4345,5,robird_scaleup_v5_2_4_candidate,train
195034308,6479320,4345,5,robird_scaleup_v5_2_4_candidate,train
203537650,7719672,4345,5,robird_scaleup_v5_2_4_candidate,train
213515825,7288741,4345,5,robird_scaleup_v5_2_4_candidate,development_test
225214012,4107510,4345,5,robird_scaleup_v5_2_4_candidate,train
235448126,6603650,4345,5,robird_scaleup_v5_2_4_candidate,train
254065448,1187467,4345,5,robird_scaleup_v5_2_4_candidate,train
257183139,8743815,4345,5,robird_scaleup_v5_2_4_candidate,train
276823278,2439677,4345,5,robird_scaleup_v5_2_4_candidate,development_test
290226305,3127355,4345,5,robird_scaleup_v5_2_4_candidate,train
302381390,8988000,4345,5,robird_scaleup_v5_2_4_candidate,train
309818326,7521717,4345,5,robird_scaleup_v5_2_4_candidate,development_test
317485843,5424369,4345,5,robird_scaleup_v5_2_4_candidate,validation
321546330,2471523,4345,5,roq_confirmation_inspected,validation
321723095,9835450,4345,5,roq_confirmation_inspected,train
323722485,741261,4345,5,roq_confirmation_inspected,development_test
326429233,5880267,4345,5,roq_confirmation_inspected,train
333675422,5741072,4345,5,robird_scaleup_v5_2_4_candidate,train
339941647,6852440,4345,5,robird_scaleup_v5_2_4_candidate,train
341549576,2398513,4345,5,roq_confirmation_inspected,validation
344116685,399831,4345,5,roq_confirmation_inspected,validation
345244939,3786877,4345,5,roq_confirmation_inspected,train
346445410,9144060,4345,5,roq_confirmation_inspected,train
349076330,2191081,4345,5,robird_scaleup_v5_2_4_candidate,development_test
352013957,2587526,4345,5,roq_confirmation_inspected,train
355020177,2811446,4345,5,roq_confirmation_inspected,train
356261962,8626486,4345,5,roq_confirmation_inspected,development_test
360012297,5355695,4345,5,roq_confirmation_inspected,validation
372407019,6511242,4345,5,roq_original_inspected,train
372487266,6134575,4345,5,roq_original_inspected,train
373005905,1417803,4345,5,roq_original_inspected,train
375152825,4072918,4345,5,roq_original_inspected,train
377282542,7067654,4345,5,roq_original_inspected,train
377748629,2475199,4345,5,roq_original_inspected,train
381494006,1417803,4345,5,roq_original_inspected,train
381541683,1417803,4345,5,roq_original_inspected,train
382055878,6229947,4345,5,roq_original_inspected,train
382757566,3364504,4345,5,roq_original_inspected,train
385756782,848577,4345,5,roq_original_inspected,development_test
388173353,2115001,4345,5,roq_confirmation_inspected,train
389908733,1417803,4345,5,roq_original_inspected,train
390467304,3924291,4345,5,roq_original_inspected,train
392180215,3606100,4345,5,robird_scaleup_v5_2_4_candidate,train
21309683,21626,4385,6,robird_scaleup_v5_2_4_candidate,train
28134387,351631,4385,6,robird_scaleup_v5_2_4_candidate,train
28269218,887612,4385,6,robird_scaleup_v5_2_4_candidate,train
34192063,1162662,4385,6,robird_scaleup_v5_2_4_candidate,validation
35733631,1089255,4385,6,robird_scaleup_v5_2_4_candidate,validation
37970621,1424740,4385,6,robird_scaleup_v5_2_4_candidate,train
38747187,2382094,4385,6,robird_scaleup_v5_2_4_candidate,train
53797140,2645718,4385,6,robird_scaleup_v5_2_4_candidate,development_test
65722790,3868679,4385,6,robird_scaleup_v5_2_4_candidate,train
105073000,746835,4385,6,robird_scaleup_v5_2_4_candidate,development_test
106649602,426938,4385,6,robird_scaleup_v5_2_4_candidate,train
109667249,555180,4385,6,robird_scaleup_v5_2_4_candidate,validation
139544358,1459770,4385,6,robird_scaleup_v5_2_4_candidate,validation
209009864,5767357,4385,6,robird_scaleup_v5_2_4_candidate,train
220901968,8190071,4385,6,robird_scaleup_v5_2_4_candidate,train
231489352,1241085,4385,6,robird_scaleup_v5_2_4_candidate,train
252097258,163709,4385,6,robird_scaleup_v5_2_4_candidate,development_test
261926384,7213544,4385,6,roq_confirmation_inspected,train
263599181,113206,4385,6,roq_confirmation_inspected,train
266775140,8240672,4385,6,robird_scaleup_v5_2_4_candidate,development_test
267553962,1392422,4385,6,roq_confirmation_inspected,train
275249733,508158,4385,6,roq_confirmation_inspected,train
280607519,9252810,4385,6,roq_confirmation_inspected,train
281680912,1929689,4385,6,roq_confirmation_inspected,train
293793094,491170,4385,6,roq_confirmation_inspected,train
298980410,1162661,4385,6,roq_confirmation_inspected,development_test
303341359,44100,4385,6,robird_scaleup_v5_2_4_candidate,validation
307219472,622636,4385,6,roq_confirmation_inspected,train
313434439,8861394,4385,6,roq_confirmation_inspected,train
332378547,525351,4385,6,roq_confirmation_inspected,train
338068132,7292319,4385,6,robird_scaleup_v5_2_4_candidate,train
341799135,5749598,4385,6,roq_confirmation_inspected,train
342319355,1732765,4385,6,robird_scaleup_v5_2_4_candidate,development_test
354964353,279834,4385,6,roq_original_inspected,validation
357082614,7618841,4385,6,roq_original_inspected,train
357190920,5403537,4385,6,roq_confirmation_inspected,train
359593771,2418298,4385,6,roq_original_inspected,train
360401115,163506,4385,6,robird_scaleup_v5_2_4_candidate,train
362941957,1249080,4385,6,roq_original_inspected,train
371446837,99304,4385,6,roq_original_inspected,train
375697868,6206309,4385,6,roq_original_inspected,train
375700264,6206309,4385,6,roq_original_inspected,train
376295329,2418298,4385,6,roq_original_inspected,train
377349830,6134575,4385,6,roq_original_inspected,train
377396994,5231239,4385,6,roq_original_inspected,train
380167937,8417545,4385,6,roq_original_inspected,validation
381597341,730065,4385,6,roq_original_inspected,development_test
382174508,7895024,4385,6,roq_original_inspected,train
18044752,1273252,4415,7,robird_scaleup_v5_2_4_candidate,train
26649059,8411,4415,7,robird_scaleup_v5_2_4_candidate,train
50735269,3211649,4415,7,robird_scaleup_v5_2_4_candidate,train
73799536,3794519,4415,7,robird_scaleup_v5_2_4_candidate,train
82260296,2516701,4415,7,robird_scaleup_v5_2_5_candidate,train
87762991,3704530,4415,7,robird_scaleup_v5_2_4_candidate,validation
93214263,266219,4415,7,robird_scaleup_v5_2_4_candidate,train
112085960,3373525,4415,7,robird_scaleup_v5_2_4_candidate,development_test
116901304,266891,4415,7,robird_scaleup_v5_2_4_candidate,train
123973408,754421,4415,7,robird_scaleup_v5_2_4_candidate,development_test
124739274,1509124,4415,7,robird_scaleup_v5_2_4_candidate,validation
125012399,3182997,4415,7,roq_confirmation_inspected,train
125205903,5428041,4415,7,robird_scaleup_v5_2_4_candidate,train
159755465,3090934,4415,7,roq_confirmation_inspected,train
173078777,3854343,4415,7,robird_scaleup_v5_2_4_candidate,train
203754652,129985,4415,7,roq_confirmation_inspected,train
205770623,2033390,4415,7,robird_scaleup_v5_2_4_candidate,train
205995014,508903,4415,7,robird_scaleup_v5_2_4_candidate,development_test
206197135,3820906,4415,7,roq_confirmation_inspected,train
218550896,5128611,4415,7,roq_confirmation_inspected,train
223895568,1462885,4415,7,roq_confirmation_inspected,validation
228173189,481431,4415,7,robird_scaleup_v5_2_4_candidate,train
228713203,73984,4415,7,roq_confirmation_inspected,development_test
233905928,4699621,4415,7,robird_scaleup_v5_2_4_candidate,train
268270089,8641,4415,7,roq_confirmation_inspected,train
274297552,7971330,4415,7,robird_scaleup_v5_2_4_candidate,validation
300738613,3922779,4415,7,robird_scaleup_v5_2_4_candidate,train
302034141,57863,4415,7,roq_confirmation_inspected,train
314951909,7132552,4415,7,roq_confirmation_inspected,development_test
324126877,1965421,4415,7,roq_confirmation_inspected,train
354012185,913281,4415,7,robird_scaleup_v5_2_4_candidate,validation
356256222,3992642,4415,7,roq_confirmation_inspected,validation
358414923,1640459,4415,7,robird_scaleup_v5_2_4_candidate,development_test
361462133,107672,4415,7,roq_original_inspected,validation
364151525,650714,4415,7,roq_original_inspected,train
365171700,861881,4415,7,roq_original_inspected,train
366171785,7618841,4415,7,roq_original_inspected,train
371485878,8953913,4415,7,roq_original_inspected,train
373611340,8953913,4415,7,roq_original_inspected,train
374941304,7046870,4415,7,roq_confirmation_inspected,development_test
375437104,4072918,4415,7,roq_original_inspected,train
379281059,99304,4415,7,roq_original_inspected,train
381106655,1249080,4415,7,roq_original_inspected,train
381206868,270883,4415,7,robird_scaleup_v5_2_4_candidate,train
384110236,7521541,4415,7,roq_original_inspected,train
387078701,3188668,4415,7,roq_original_inspected,train
387103131,3188668,4415,7,roq_original_inspected,train
387682810,491114,4415,7,roq_original_inspected,train
305464723,2315314,4450,8,robird_scaleup_v5_2_4_candidate,train
315977403,1518217,4450,8,robird_scaleup_v5_2_4_candidate,train
320009447,8162663,4450,8,robird_scaleup_v5_2_4_candidate,train
333822408,6391022,4450,8,robird_scaleup_v5_2_4_candidate,train
337412223,552380,4450,8,roq_confirmation_inspected,validation
340926279,7089541,4450,8,robird_scaleup_v5_2_4_candidate,validation
349551794,1228355,4450,8,robird_scaleup_v5_2_4_candidate,train
351395778,5103370,4450,8,robird_scaleup_v5_2_4_candidate,train
353465022,8813583,4450,8,roq_confirmation_inspected,train
354664333,1066329,4450,8,robird_scaleup_v5_2_4_candidate,development_test
355601077,1088524,4450,8,robird_scaleup_v5_2_4_candidate,train
356064778,930820,4450,8,robird_scaleup_v5_2_4_candidate,development_test
357565662,8268828,4450,8,robird_scaleup_v5_2_4_candidate,train
358269628,8965439,4450,8,robird_scaleup_v5_2_4_candidate,development_test
358379382,1547014,4450,8,robird_scaleup_v5_2_5_candidate,train
358890795,1462925,4450,8,roq_confirmation_inspected,train
358902388,7011034,4450,8,roq_confirmation_inspected,train
359192000,5420129,4450,8,roq_confirmation_inspected,train
360539297,9981510,4450,8,robird_scaleup_v5_2_4_candidate,train
360543759,5471233,4450,8,robird_scaleup_v5_2_4_candidate,train
361118674,10334474,4450,8,roq_confirmation_inspected,validation
361385815,6379373,4450,8,roq_confirmation_inspected,development_test
361824743,6021667,4450,8,robird_scaleup_v5_2_4_candidate,train
362367841,7603177,4450,8,robird_scaleup_v5_2_4_candidate,train
362826560,6735872,4450,8,robird_scaleup_v5_2_4_candidate,train
363404792,8910260,4450,8,robird_scaleup_v5_2_4_candidate,train
363932201,3855937,4450,8,roq_confirmation_inspected,validation
365198099,2220426,4450,8,robird_scaleup_v5_2_4_candidate,train
369025636,3925978,4450,8,robird_scaleup_v5_2_4_candidate,validation
371048095,432977,4450,8,roq_confirmation_inspected,validation
372317776,2501751,4450,8,roq_confirmation_inspected,train
373326285,7716372,4450,8,robird_scaleup_v5_2_4_candidate,train
374251869,8617001,4450,8,roq_confirmation_inspected,validation
376285532,7221095,4450,8,roq_confirmation_inspected,train
378051154,8159830,4450,8,roq_confirmation_inspected,development_test
378143812,8846704,4450,8,robird_scaleup_v5_2_4_candidate,train
379744764,4226812,4450,8,robird_scaleup_v5_2_5_candidate,train
381438249,10093808,4450,8,robird_scaleup_v5_2_4_candidate,validation
381838392,9568955,4450,8,roq_original_inspected,train
382069588,6021769,4450,8,roq_original_inspected,train
382975322,3923112,4450,8,roq_original_inspected,train
383377306,683002,4450,8,roq_original_inspected,development_test
383438655,1036257,4450,8,roq_original_inspected,train
383598176,4518839,4450,8,roq_original_inspected,train
385172933,7838074,4450,8,robird_scaleup_v5_2_4_candidate,development_test
385423322,306205,4450,8,roq_original_inspected,train
385981167,5332906,4450,8,roq_original_inspected,train
385981231,5332906,4450,8,roq_original_inspected,train
388117635,2497873,4450,8,roq_original_inspected,development_test
389754104,3599717,4450,8,robird_scaleup_v5_2_4_candidate,train
390079379,8645172,4450,8,roq_original_inspected,train
391735951,952798,4450,8,robird_scaleup_v5_2_4_candidate,train
33727594,2203254,4512,9,robird_scaleup_v5_2_4_candidate,validation
56227436,2264821,4512,9,robird_scaleup_v5_2_4_candidate,validation
58911742,1030121,4512,9,robird_scaleup_v5_2_4_candidate,validation
79751499,3841194,4512,9,robird_scaleup_v5_2_4_candidate,train
81213215,2852342,4512,9,robird_scaleup_v5_2_4_candidate,train
117842639,3017956,4512,9,robird_scaleup_v5_2_4_candidate,validation
158005778,4259004,4512,9,robird_scaleup_v5_2_4_candidate,train
162956341,2475319,4512,9,robird_scaleup_v5_2_4_candidate,development_test
