taxon_id,class_index,scientific_name,observation_id,observer_id,photo_id,license_code,attribution,original_url,url,observation_url,cohort,split,selection_basis,strict10_taxon,sha256,width,height,dhash
2548,0,Megaceryle alcyon,71583219,289762,116566523,cc-by,"(c) Kyle Lambert, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/116566523/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/116566523/large.jpeg,https://www.inaturalist.org/observations/71583219,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,22be7e76c24b86cee1a10beee5fa2e55f6aff94060474d91d2f700cb28b3ed37,1024,683,0b113028084c4c0d
2548,0,Megaceryle alcyon,71583219,289762,116566531,cc-by,"(c) Kyle Lambert, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/116566531/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/116566531/large.jpeg,https://www.inaturalist.org/observations/71583219,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,c471ffb517d844ec8f7b61eb340d278798816a03827865391509dc87a4f846b3,1024,683,0300203040404848
2548,0,Megaceryle alcyon,71583219,289762,116566535,cc-by,"(c) Kyle Lambert, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/116566535/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/116566535/large.jpeg,https://www.inaturalist.org/observations/71583219,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,22bc7d2d60eda7b952875d19627069e094ecb36c7522aaf07e97fb12d12a01f6,1024,683,00e0f0f4e8a10809
2548,0,Megaceryle alcyon,71583219,289762,116566546,cc-by,"(c) Kyle Lambert, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/116566546/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/116566546/large.jpeg,https://www.inaturalist.org/observations/71583219,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,0fb1f6236e1b00b8c32167f9f3400eb665fddbc3443506f61a8e79d18b7c700c,1024,683,214880d8da000303
2548,0,Megaceryle alcyon,73311285,289762,119667905,cc-by,"(c) Kyle Lambert, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/119667905/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/119667905/large.jpeg,https://www.inaturalist.org/observations/73311285,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,c3823fd408cd10b94c9f3cbbbf949c8141155d3b2c8d7dad878a6bad97140210,1024,683,0000000010000000
2548,0,Megaceryle alcyon,73311285,289762,119667930,cc-by,"(c) Kyle Lambert, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/119667930/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/119667930/large.jpeg,https://www.inaturalist.org/observations/73311285,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,dcb46c30891de9dd36639bc7df24953c01b71a3dc292ef6177cec7b4c55aa5eb,1024,683,0000002000000000
2548,0,Megaceryle alcyon,93640112,3130229,155225537,cc-by,"(c) F. S., some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/155225537/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/155225537/large.jpg,https://www.inaturalist.org/observations/93640112,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,6721fd19f961b62ce86204a7b4c0845841b38d5c3bd6e24e35ffd2764afd427c,265,353,0000000030100000
2548,0,Megaceryle alcyon,93640112,3130229,155225548,cc-by,"(c) F. S., some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/155225548/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/155225548/large.jpg,https://www.inaturalist.org/observations/93640112,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,faa77dfbed11af5e10a85314051cda24322a88725c183514451223ccd79934bc,162,216,808000083a100000
2548,0,Megaceryle alcyon,93640112,3130229,155225560,cc-by,"(c) F. S., some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/155225560/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/155225560/large.jpg,https://www.inaturalist.org/observations/93640112,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,332e8c26ae1ac13438204766b3350cd7928cdd38c1dbdd519d3902bdc5b8e831,158,210,0000002030040004
2548,0,Megaceryle alcyon,93640112,3130229,155225576,cc-by,"(c) F. S., some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/155225576/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/155225576/large.jpg,https://www.inaturalist.org/observations/93640112,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,b3364932b266bf0d695cc7196cc413702f3ff5f75997508aeed789d766996df9,138,184,42022c2133d3f1e5
2548,0,Megaceryle alcyon,93640112,3130229,155225901,cc-by,"(c) F. S., some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/155225901/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/155225901/large.jpg,https://www.inaturalist.org/observations/93640112,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,358a1fcbf7e10aa953730e442b63f0d45516ed8296cafd524004113e337d8baf,576,1024,02000a1010000000
2548,0,Megaceryle alcyon,95588219,3367509,158707947,cc-by-sa,"(c) Robin Holm, some rights reserved (CC BY-SA)",https://inaturalist-open-data.s3.amazonaws.com/photos/158707947/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/158707947/large.jpeg,https://www.inaturalist.org/observations/95588219,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,69961957ef7f7179f88a9cb4079c3cd0c05d7aed6c8fa7b872ef2a0974a19a3d,1024,1024,fffff7ffffd7f3fb
2548,0,Megaceryle alcyon,95588219,3367509,158707962,cc-by-sa,"(c) Robin Holm, some rights reserved (CC BY-SA)",https://inaturalist-open-data.s3.amazonaws.com/photos/158707962/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/158707962/large.jpeg,https://www.inaturalist.org/observations/95588219,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,b6c84168af87759024356126611671f4b4ea85ff5aa13a0228bf0d134c9a9e52,1024,1023,7f7f77ffd7f7d7e7
2548,0,Megaceryle alcyon,99337586,3617051,165574077,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/165574077/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/165574077/large.jpg,https://www.inaturalist.org/observations/99337586,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,63f7f3072cbefa2f1deb4ca5b3f2718b298241bd71e743d274c1167306429ee3,768,1024,262727373737b73d
2548,0,Megaceryle alcyon,99337586,3617051,165574098,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/165574098/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/165574098/large.jpg,https://www.inaturalist.org/observations/99337586,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,20c8d9b7a8bc390101bebca06d829cdd7de5d93635c2decb38e2111172d0eab4,768,1024,8393939393939c07
2548,0,Megaceryle alcyon,101273530,3156584,169115522,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/169115522/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/169115522/large.jpeg,https://www.inaturalist.org/observations/101273530,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,3bbbd2d0e455ea1e2643a553e72b1ef509f3b1c864e183a2682ca4e846a6f924,1024,1024,15139a9a93a62262
2548,0,Megaceryle alcyon,101273530,3156584,169115563,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/169115563/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/169115563/large.jpeg,https://www.inaturalist.org/observations/101273530,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,dd57a9e7842180da26a707e44a252428a3a5c3ad06853ba97bbd67d735d41908,768,1024,1f1f1f17070f0f80
2548,0,Megaceryle alcyon,101667102,3156584,169797921,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/169797921/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/169797921/large.jpeg,https://www.inaturalist.org/observations/101667102,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,3ccc0db813e4b7cfc293c0ab0ada2cef6336052119772ad1a1fa7dbb56a4d952,1024,1024,2999cda5a19b1652
2548,0,Megaceryle alcyon,101667102,3156584,169797936,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/169797936/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/169797936/large.jpeg,https://www.inaturalist.org/observations/101667102,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,d5733526bfeb7cbfdfc49eeb61b0946c15a3442ed8442d567fb4c0a7a415a178,1024,1024,c7c7a3e39f9f13b5
2548,0,Megaceryle alcyon,109982661,2241434,185462882,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/185462882/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/185462882/large.jpg,https://www.inaturalist.org/observations/109982661,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,25153c13a64982311b16fcfc2e5101abb1a8e0bf717673627d0bc4b7721567b0,1024,794,2c4c4c5294342548
2548,0,Megaceryle alcyon,109982661,2241434,185462889,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/185462889/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/185462889/large.jpg,https://www.inaturalist.org/observations/109982661,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,835844a65d0b8c274331a7ca4974015afbdc2ff795feab55094a1a68c44398c8,825,1024,60d4d4d5d9f969cb
2548,0,Megaceryle alcyon,132045180,6045581,224805667,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/224805667/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/224805667/large.jpg,https://www.inaturalist.org/observations/132045180,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,b4cf6e93b9e95f2b8ca02b95f5d867c4db812f5aca9ed336b02624021475a477,533,905,020d63e3b36771d4
2548,0,Megaceryle alcyon,132045180,6045581,224805681,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/224805681/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/224805681/large.jpg,https://www.inaturalist.org/observations/132045180,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,f1d04f9382c719670c739f4a7c22cd561f901c7cce7ab0e5670c2fe0522c5694,1024,586,24616165e7e4c71f
2548,0,Megaceryle alcyon,132045180,6045581,224805700,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/224805700/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/224805700/large.jpg,https://www.inaturalist.org/observations/132045180,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,96491cdb94c778fb64a17b2c01e684e197367dde00db0b1fc625c03a0bb37f78,935,1024,000113193063efc3
2548,0,Megaceryle alcyon,135751397,554,231584433,cc-by,"(c) Sterling Sheehy, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/231584433/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/231584433/large.jpg,https://www.inaturalist.org/observations/135751397,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,b28875c3655182a68be4cd48d25c51c1947d401c95361a59babb002ad74b201e,1024,576,e55f202320112044
2548,0,Megaceryle alcyon,135751397,554,231584451,cc-by,"(c) Sterling Sheehy, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/231584451/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/231584451/large.jpg,https://www.inaturalist.org/observations/135751397,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,4b20ef39746bcf853b438a8deacaf05b1cf37cc286b6a6987b42edb420fc807c,1024,576,76f46666a73333bb
2548,0,Megaceryle alcyon,136311395,3132814,232614916,cc-by,"(c) Rebs Lee, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/232614916/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/232614916/large.jpg,https://www.inaturalist.org/observations/136311395,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,c462f54bca37edb43d45d68f78dd514d4aef0bac49a637dbc43bf010b3af2003,768,1024,1050523430302425
2548,0,Megaceryle alcyon,136311395,3132814,232615030,cc-by,"(c) Rebs Lee, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/232615030/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/232615030/large.jpg,https://www.inaturalist.org/observations/136311395,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,7a4c7c689a4ae192087b622a36c4521b1031656752a2063e7a8db647e50a5b28,768,1024,919386bc32e48088
2548,0,Megaceryle alcyon,136928950,582103,233769873,cc-by,"(c) Kyle O'Block, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/233769873/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/233769873/large.jpeg,https://www.inaturalist.org/observations/136928950,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,bfa9ba067bd42d326915308ec38c390aabc53eb717f9d5c4d41210c7ac578556,768,1024,c71f497c04349490
2548,0,Megaceryle alcyon,136928950,582103,233769904,cc-by,"(c) Kyle O'Block, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/233769904/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/233769904/large.jpeg,https://www.inaturalist.org/observations/136928950,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,19982be3e480476fd82f809effecac593eb7bbd50c867e12a3f496a5410f5bf4,768,1024,6a70c765555602d1
2548,0,Megaceryle alcyon,136928950,582103,233769937,cc-by,"(c) Kyle O'Block, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/233769937/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/233769937/large.jpeg,https://www.inaturalist.org/observations/136928950,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,3e9b9923844c0d47a906c0eb73bcc375c5f990e499286e0485ea2eeeadedb1e7,768,1024,0d566d2c27923287
2548,0,Megaceryle alcyon,136928950,582103,233769968,cc-by,"(c) Kyle O'Block, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/233769968/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/233769968/large.jpeg,https://www.inaturalist.org/observations/136928950,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,963a6c360c954594baa8ec8c0bd7c5a760511b6983feb5fbc2b159092bd77c7c,768,1024,090f0217318b2b89
2548,0,Megaceryle alcyon,136928950,582103,233769998,cc-by,"(c) Kyle O'Block, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/233769998/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/233769998/large.jpeg,https://www.inaturalist.org/observations/136928950,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,dd116844e51d31c0d72dcf3a1bfaeb24aaad61379d96a28bf2f574e4626afa16,768,1024,1d4da72232d757d4
2548,0,Megaceryle alcyon,148492713,554,255726278,cc-by,"(c) Sterling Sheehy, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/255726278/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/255726278/large.jpg,https://www.inaturalist.org/observations/148492713,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,5b68c9aa27e8ac777519690436a579ebd2c77fe12add916854137f89c1c23ebd,1024,768,8f07e0daf900081c
2548,0,Megaceryle alcyon,148492713,554,255726285,cc-by,"(c) Sterling Sheehy, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/255726285/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/255726285/large.jpg,https://www.inaturalist.org/observations/148492713,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,4556add4fdec0f44e5383f1f811747a22536f779fb1d85fb30bf89920152406c,1024,768,9f87e1d3f120381c
2548,0,Megaceryle alcyon,149018254,94514,256720144,cc-by,"(c) Chris Quirin, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/256720144/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/256720144/large.jpg,https://www.inaturalist.org/observations/149018254,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,4a807ec4177dfdca5fdaa436cd961d265cac2ade2efc0342926d8f59c6b9583b,1024,683,cc4d4dcf357d5ecb
2548,0,Megaceryle alcyon,149018254,94514,256720151,cc-by,"(c) Chris Quirin, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/256720151/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/256720151/large.jpg,https://www.inaturalist.org/observations/149018254,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,08ecffb31eae546b795aac14f07d41b073558a01ad2c8940263c31f4c3058e49,1024,683,094d0fd57129f3f8
2548,0,Megaceryle alcyon,153375937,6084418,264894638,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/264894638/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/264894638/large.jpg,https://www.inaturalist.org/observations/153375937,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,4df158231f98b079bd95350d54c6196f5325f2e2c5cea2b1405f69f15528113e,1024,513,f107f01751476373
2548,0,Megaceryle alcyon,153375937,6084418,264894652,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/264894652/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/264894652/large.jpg,https://www.inaturalist.org/observations/153375937,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,b00fbbfcad02f12cd99f6f5742afd547ff32d781d2c5e147ebfd9e897313c48c,1024,576,233f7377773f3f3b
