row_id,cohort,observation_id,observer_id,taxon_id,class_index,scientific_name,common_name,photo_id,license_code,attribution,url,sha256,width,height,legacy_split
16,robird_scaleup_v5_2_4_candidate,249404607,4336881,2548,0,Megaceryle alcyon,belted kingfisher,445819857,cc-by,"(c) J Yager, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/445819857/large.jpeg,9c4c7d9ed2dda53cc5b2529a1d3260e6262e393d418d53a9a1177faba8732fbf,1024,683,
17,robird_scaleup_v5_2_4_candidate,250218477,6485705,2548,0,Megaceryle alcyon,belted kingfisher,447453246,cc-by,"(c) William Walker, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/447453246/large.jpg,2611ce4cee03348b460cc7bbe42f2f7ba51ffd6aa82365b7a17c39ecf72dd3a6,683,1024,
18,robird_scaleup_v5_2_4_candidate,250218477,6485705,2548,0,Megaceryle alcyon,belted kingfisher,447474235,cc-by,"(c) William Walker, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/447474235/large.jpg,15c4976f0f553825aed311a40c43a08f11f710a159232a1ab8b3762f5a088edf,683,1024,
19,robird_scaleup_v5_2_4_candidate,252553566,2750462,2548,0,Megaceryle alcyon,belted kingfisher,452123933,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/452123933/large.jpeg,34544d5971aa4be9bc7dc728cd2c4bd7413f409dfdde8b9b0d8a1e0d98118a5f,768,1024,
20,robird_scaleup_v5_2_4_candidate,252553566,2750462,2548,0,Megaceryle alcyon,belted kingfisher,452123944,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/452123944/large.jpeg,27622fa83ede033271bebefaa903eaba363626ddc282ae7022a13832d776308c,1024,768,
21,robird_scaleup_v5_2_4_candidate,257065600,766,2548,0,Megaceryle alcyon,belted kingfisher,461064494,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/461064494/large.jpg,ed5256bc5805501f385e31a75bd4d027adc680b692928941a1c0cc458e74aafb,768,1024,
22,robird_scaleup_v5_2_4_candidate,257065600,766,2548,0,Megaceryle alcyon,belted kingfisher,461064520,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/461064520/large.jpg,d3e77d8dc7711616a06f8410211ac8f58d33702e7b25777be380f0bbb932f01c,768,1024,
23,robird_scaleup_v5_2_4_candidate,265316761,124900,2548,0,Megaceryle alcyon,belted kingfisher,476544574,cc-by-sa,"(c) emilyd47, some rights reserved (CC BY-SA)",https://inaturalist-open-data.s3.amazonaws.com/photos/476544574/large.jpg,8150bb63a44c19145f4e8f88829fd986e7c68fe5dd52c3b3acdce23582e98d1b,1024,768,
24,robird_scaleup_v5_2_4_candidate,265316761,124900,2548,0,Megaceryle alcyon,belted kingfisher,476544600,cc-by-sa,"(c) emilyd47, some rights reserved (CC BY-SA)",https://inaturalist-open-data.s3.amazonaws.com/photos/476544600/large.jpg,b31b8512e9c952f43b0d50dda210053d71df9d5c01328eaf40b2def7e2e3d6a1,1024,768,
25,robird_scaleup_v5_2_4_candidate,277184504,2688098,2548,0,Megaceryle alcyon,belted kingfisher,497722814,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/497722814/large.jpeg,a7cb856244c3a58c3b8c360d5f1ac03b4cacd2cc6cfc1fbbbaaa4375b554505e,771,1024,
26,robird_scaleup_v5_2_4_candidate,277184504,2688098,2548,0,Megaceryle alcyon,belted kingfisher,497722845,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/497722845/large.jpeg,c7d5e6ee30aea6095c0f96d6e796f2c74eff39018592b9bb05aff8328a5ddfe9,771,1024,
27,robird_scaleup_v5_2_4_candidate,277184504,2688098,2548,0,Megaceryle alcyon,belted kingfisher,497722883,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/497722883/large.jpeg,99b891344112588867925e747fe825a64805552dd9149e9b2d28cfd4e1d16e86,771,1024,
28,robird_scaleup_v5_2_4_candidate,280660447,1152361,2548,0,Megaceryle alcyon,belted kingfisher,504122204,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/504122204/large.jpg,e37126404b6ceed706d85085209c0180ab20ce35b09f59a0c09d50c488cf292d,768,1024,
29,robird_scaleup_v5_2_4_candidate,280660447,1152361,2548,0,Megaceryle alcyon,belted kingfisher,504122242,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/504122242/large.jpg,a247f6fa2280e710e82c1bd678f70d6f2e9974875f3f60ca38f24a333176f887,768,1024,
30,robird_scaleup_v5_2_4_candidate,294569072,291538,2548,0,Megaceryle alcyon,belted kingfisher,530218617,cc-by,"(c) Ben Lyle Bedard, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/530218617/large.jpg,cc2b0add0d8e74beea9ee2c63e3b293ec6ff53e3e16f214369e869a480390a30,676,760,
31,robird_scaleup_v5_2_4_candidate,294569072,291538,2548,0,Megaceryle alcyon,belted kingfisher,530218619,cc-by,"(c) Ben Lyle Bedard, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/530218619/large.jpg,115c737f46cbaf98752d1b4e5d24931e3f0fba52c533c99a14a5a5a9acfcf971,641,761,
32,robird_scaleup_v5_2_4_candidate,295703972,5469844,2548,0,Megaceryle alcyon,belted kingfisher,532358346,cc-by,"(c) Joshua Hollinshead, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/532358346/large.jpg,ecb2c978d850fe825ec47782d976e6a62f490bed67f7320ffd5ff6405e3f85da,1024,682,
33,robird_scaleup_v5_2_4_candidate,295703972,5469844,2548,0,Megaceryle alcyon,belted kingfisher,532358437,cc-by,"(c) Joshua Hollinshead, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/532358437/large.jpg,b13a32a794af7503dfc4b22d76f5cd8f800861e2b7a16db21fc6f12ffb41f4cd,1024,682,
34,robird_scaleup_v5_2_4_candidate,307125986,8901540,2548,0,Megaceryle alcyon,belted kingfisher,553925842,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/553925842/large.jpg,581ace699a09f2879ad75c6632b88825c5dbf28efb80d01692e48457c6fab002,683,1024,
35,robird_scaleup_v5_2_4_candidate,307125986,8901540,2548,0,Megaceryle alcyon,belted kingfisher,553925862,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/553925862/large.jpg,889f766a8b3762c0d1f7ae03274602259bbf0ce02828746a64a979c74a5bb17f,683,1024,
36,robird_scaleup_v5_2_4_candidate,307125986,8901540,2548,0,Megaceryle alcyon,belted kingfisher,553925867,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/553925867/large.jpg,30b62cc51e454f1414d2f0661dc5df35d71606366d7ceda1830e38022620df3e,1024,683,
37,robird_scaleup_v5_2_4_candidate,307125986,8901540,2548,0,Megaceryle alcyon,belted kingfisher,553925871,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/553925871/large.jpg,9947ee13d4237242c899943740eb072259932da1908cd409e875e9ffacc08152,683,1024,
38,robird_scaleup_v5_2_4_candidate,308785921,8121913,2548,0,Megaceryle alcyon,belted kingfisher,557129495,cc-by,"(c) Suzanne Klein, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/557129495/large.jpg,1b0500a54e259d73c19884e24bd0e81d87eba2f21880e3aa5231fdacb8e8a770,1024,906,
39,robird_scaleup_v5_2_4_candidate,308785921,8121913,2548,0,Megaceryle alcyon,belted kingfisher,557129548,cc-by,"(c) Suzanne Klein, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/557129548/large.jpg,a94cdd743a38ada2fc2795cccbd5c3f1c21f0524844f964978e500df4f32bf99,1024,973,
40,robird_scaleup_v5_2_4_candidate,310904310,516407,2548,0,Megaceryle alcyon,belted kingfisher,561173471,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/561173471/large.jpg,ddbf680e84c2dafb0a096169e6a2f23f258b22f897492d575a1df0d98298c9f0,1024,683,
41,robird_scaleup_v5_2_4_candidate,310904310,516407,2548,0,Megaceryle alcyon,belted kingfisher,561173486,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/561173486/large.jpg,aa066bb629b239f3e126b50f7c3871b33a85fd6c7a3a56fdf61e8c638d37f809,1024,748,
42,robird_scaleup_v5_2_4_candidate,314439758,770125,2548,0,Megaceryle alcyon,belted kingfisher,567920478,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/567920478/large.jpg,6e9f6e6e0fe408308490c5b0aa1b1639adcaf04897a7cb3d156d96acabe87a2f,795,690,
43,robird_scaleup_v5_2_4_candidate,314439758,770125,2548,0,Megaceryle alcyon,belted kingfisher,567920513,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/567920513/large.jpg,6cf0ae876491e3ce03a2aaf1fe3ab3ba73f019b1922eb0ad32a0d5fecdf530d8,788,935,
44,robird_scaleup_v5_2_4_candidate,314652246,7189487,2548,0,Megaceryle alcyon,belted kingfisher,568324837,cc-by,"(c) JMushinsky, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/568324837/large.jpg,8cdad50f632f429a5650264dbc5c4ff931db630442aa56b34a38adf195eb62f6,931,1024,
45,robird_scaleup_v5_2_4_candidate,314652246,7189487,2548,0,Megaceryle alcyon,belted kingfisher,568324895,cc-by,"(c) JMushinsky, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/568324895/large.jpg,9c6922e11944aaa0bfb3c85608bb0fde0864b9b65fdbd69cfd94f45ad8afdaa7,1024,768,
46,robird_scaleup_v5_2_4_candidate,314652246,7189487,2548,0,Megaceryle alcyon,belted kingfisher,568324928,cc-by,"(c) JMushinsky, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/568324928/large.jpg,be596ec689770864fcebfb434c48090ed224164f3c70482c6bd010c87481fbcf,1024,819,
47,robird_scaleup_v5_2_4_candidate,320805278,1152744,2548,0,Megaceryle alcyon,belted kingfisher,580085080,cc-by,"(c) Min-Hsuan NI, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/580085080/large.jpg,0e7473693475ff25ba1db69169ca94c2374b421bd9c55846dfaa37f1712a6d9e,1024,768,
48,robird_scaleup_v5_2_4_candidate,320805278,1152744,2548,0,Megaceryle alcyon,belted kingfisher,580085098,cc-by,"(c) Min-Hsuan NI, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/580085098/large.jpg,25cae7b3b338fdd4d71a6d02a58428f6c8bd378a00e901391e32f1e43bd82a36,1024,768,
49,robird_scaleup_v5_2_4_candidate,320805278,1152744,2548,0,Megaceryle alcyon,belted kingfisher,580085112,cc-by,"(c) Min-Hsuan NI, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/580085112/large.jpg,bbd72c49b0b10e74a444a31b8dbde74ebe1128166e06deadfaa0cce18d721ef9,1024,768,
50,roq_confirmation_inspected,325013852,4253236,2548,0,,belted kingfisher,588383663,cc-by,"(c) Maria Janeiro, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/588383663/large.jpg,441b6f8ce109c6ddb7b734797620c5d0e8542091836d49e145786f2e4e46ec18,1536,2048,confirmation
51,roq_confirmation_inspected,325013852,4253236,2548,0,,belted kingfisher,588383687,cc-by,"(c) Maria Janeiro, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/588383687/large.jpg,7cfa55dfabf9510b42b40e51882a5a7b7ad262c338016b3c0ceeff431f1a43e6,1536,2048,confirmation
52,roq_confirmation_inspected,328852378,6272410,2548,0,,belted kingfisher,595991745,cc-by,"(c) PoMan, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/595991745/large.jpg,224cde6ffa124f937fbab8389340ad0ddf6fcceb205418a2aa1a0894ffb72bbb,524,698,confirmation
53,roq_confirmation_inspected,328852378,6272410,2548,0,,belted kingfisher,595991761,cc-by,"(c) PoMan, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/595991761/large.jpg,6acae483bbcd25b6265280496f94e59fdf2082e9581d74c74608631f27f87a7b,1536,2048,confirmation
54,roq_confirmation_inspected,330614223,1794233,2548,0,,belted kingfisher,599559595,cc-by,"(c) bogsuckers, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/599559595/large.jpg,d8beefadfa4162623c46931022a5171d9be9c1398b16a6b5863b044b78d64da1,397,273,confirmation
55,roq_confirmation_inspected,330614223,1794233,2548,0,,belted kingfisher,599559596,cc-by,"(c) bogsuckers, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/599559596/large.jpg,ad88f77d8fcd9f98cce9aa0bfb5490e918cfeb5adc1b9aa37c4a3a6a3cc2b158,665,635,confirmation
56,roq_confirmation_inspected,330614223,1794233,2548,0,,belted kingfisher,599559598,cc-by,"(c) bogsuckers, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/599559598/large.jpg,32b7de53993df16636a1611b479e1dfc612887f8674ba7b0e512c8fa93ee7714,632,576,confirmation
57,roq_confirmation_inspected,330614223,1794233,2548,0,,belted kingfisher,599559614,cc-by,"(c) bogsuckers, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/599559614/large.jpg,35f3796284ca9b855ae20c848ecab05fa670c1eff177dc89f28974100a45ead4,1038,890,confirmation
58,roq_confirmation_inspected,330614223,1794233,2548,0,,belted kingfisher,599613396,cc-by,"(c) bogsuckers, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/599613396/large.jpg,ae7a5d80d42779c71c3b54d632c95626d71a02424df49e76f95faf7235332ae4,502,531,confirmation
59,roq_confirmation_inspected,330960986,7090273,2548,0,,belted kingfisher,600275066,cc-by,"(c) Antoine Thivolle, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/600275066/large.jpg,e6346695eaa26dae3ff7daee08fd54b6a22409e9bb4eeb78c7ee320e6606f1ef,2048,1365,confirmation
60,roq_confirmation_inspected,330960986,7090273,2548,0,,belted kingfisher,600275068,cc-by,"(c) Antoine Thivolle, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/600275068/large.jpg,1d8bda02167f7eb0491a766a4f6b7f5eb2eb5679800355543c10ee4fd0316658,2048,1365,confirmation
61,roq_confirmation_inspected,330960986,7090273,2548,0,,belted kingfisher,600275091,cc-by,"(c) Antoine Thivolle, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/600275091/large.jpg,bd37a13590367b8ba31266334aaa53b95cc80fb256f5443636959eed830b151b,2048,1365,confirmation
62,roq_confirmation_inspected,330960986,7090273,2548,0,,belted kingfisher,600275144,cc-by,"(c) Antoine Thivolle, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/600275144/large.jpg,d919af75438462d084e29b8307e8e3e187e9a84147be3a48160989d2164f2b50,2048,1365,confirmation
63,roq_confirmation_inspected,331396772,1933219,2548,0,,belted kingfisher,601199308,cc-by,"(c) bigayon, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/601199308/large.jpg,bb2a7c78b9894d134a20de6db9f202b6dd09a32a9587e7143463b53bff4340c5,2048,1536,confirmation
64,roq_confirmation_inspected,331396772,1933219,2548,0,,belted kingfisher,601199314,cc-by,"(c) bigayon, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/601199314/large.jpg,025f56d84b6d0b5b5a5a55d19644fb8c2e8a8d7dc3efeb113efacf47f0313509,2048,1536,confirmation
65,robird_scaleup_v5_2_4_candidate,332492434,8635873,2548,0,Megaceryle alcyon,belted kingfisher,603418332,cc-by,"(c) John Clonce, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/603418332/large.jpg,5337f7cff79e4fae6544c20f49662f3627ce8e536f9cfc3adcdc49081b92c36e,420,420,
66,robird_scaleup_v5_2_4_candidate,332492434,8635873,2548,0,Megaceryle alcyon,belted kingfisher,603418516,cc-by,"(c) John Clonce, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/603418516/large.jpg,d414004332dcd69dd2d56f5474ef48fecc632dee9d104eddc3bb7b94a0b3c2d8,398,398,
67,robird_scaleup_v5_2_4_candidate,332492434,8635873,2548,0,Megaceryle alcyon,belted kingfisher,603418605,cc-by,"(c) John Clonce, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/603418605/large.jpg,1b3f95e1f680080b01bd39ea3818b687f88b259db52313498e8c1ca80b3db671,467,467,
68,roq_confirmation_inspected,332936044,4737401,2548,0,,belted kingfisher,604335696,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/604335696/large.jpg,63b7eac2c8e4c4ae91d362162e6c0e477be44a2374e796a55666f9a5a10a5f52,1152,2048,confirmation
69,roq_confirmation_inspected,332936044,4737401,2548,0,,belted kingfisher,604335860,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/604335860/large.jpg,70c5f111a8eae48a434a406694cca73c107d9dc07e2b1373f50bf9038a5016e5,1152,2048,confirmation
70,roq_confirmation_inspected,333078429,1366509,2548,0,,belted kingfisher,604626270,cc-by,"(c) Frank Dietze, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/604626270/large.jpg,ecfcb42ee049edfc6c4f9d06ae14b0c68c2ca62eee308ed5e491300e3242eea6,2048,1365,confirmation
71,roq_confirmation_inspected,333078429,1366509,2548,0,,belted kingfisher,604626272,cc-by,"(c) Frank Dietze, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/604626272/large.jpg,9f543eb2a853a48f40c2315095170efa490d4b712cf749833dc59b48b4a008c8,2048,1365,confirmation
72,roq_confirmation_inspected,335527542,8333282,2548,0,,belted kingfisher,609550207,cc-by,"(c) chrisdt, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/609550207/large.jpg,3b270b06b4ec68fda7102a0236b71b4f8889b703d29329136c15ef155b83a5f5,1583,2048,confirmation
73,roq_confirmation_inspected,335527542,8333282,2548,0,,belted kingfisher,609551190,cc-by,"(c) chrisdt, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/609551190/large.jpg,6b70f304f557a4abcae85ec263dd15e4497dbc6e6c2aa390bc99012e956dff5e,752,1303,confirmation
74,roq_confirmation_inspected,336074934,1455302,2548,0,,belted kingfisher,610649548,cc-by,"(c) Aurélien Coste, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/610649548/large.jpg,cd867a9001b88d1e5d4f5fecada820fe14edb81e51739fbfef108f8210f06629,2048,1365,confirmation
75,roq_confirmation_inspected,336074934,1455302,2548,0,,belted kingfisher,610649553,cc-by,"(c) Aurélien Coste, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/610649553/large.jpg,c879099ecc91ffc70f091631b195275b121e2b7aaed83f70df1d0256e356390c,2048,1365,confirmation
76,roq_confirmation_inspected,336074934,1455302,2548,0,,belted kingfisher,610649600,cc-by,"(c) Aurélien Coste, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/610649600/large.jpg,a9d01c98cc66b090caa26ef004578ba0b3ba2580a1315070b4558e8f9daec5bb,2048,1365,confirmation
77,roq_confirmation_inspected,336074934,1455302,2548,0,,belted kingfisher,610649602,cc-by,"(c) Aurélien Coste, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/610649602/large.jpg,9e2b86de0ffe811b1df48c8a1ffc7f87928ad62ab32227ba4ae928946a2d768d,2048,1365,confirmation
78,roq_confirmation_inspected,336074934,1455302,2548,0,,belted kingfisher,610649618,cc-by,"(c) Aurélien Coste, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/610649618/large.jpg,13199be7f4fec3b6ff4b264a9aa2dcc8c2defdb8095ff2c994bffd2ed6818d6d,2048,1365,confirmation
79,robird_scaleup_v5_2_4_candidate,341176880,2773996,2548,0,Megaceryle alcyon,belted kingfisher,621031353,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/621031353/large.jpg,7f645a5c15c628d32647cb8d5a0cc10209844c5817a7cd0ab01f3d9a88804f27,1024,768,
80,robird_scaleup_v5_2_4_candidate,341176880,2773996,2548,0,Megaceryle alcyon,belted kingfisher,621034053,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/621034053/large.jpg,cd922c66d88a74efd07ce7d124033b5aabee3bbfd460b15134a56cec86a6a24c,768,1024,
81,robird_scaleup_v5_2_4_candidate,344287423,7919289,2548,0,Megaceryle alcyon,belted kingfisher,627288088,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/627288088/large.jpg,3ba67a57980366ee90deafaec7943bab46802de93588d0ca87c9b40e302fe609,835,839,
82,robird_scaleup_v5_2_4_candidate,344287423,7919289,2548,0,Megaceryle alcyon,belted kingfisher,627288388,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/627288388/large.jpg,ec6e616f73021efccfcbb19523ad859ea786973cd7b78b36f94c375424723354,473,1024,
83,robird_scaleup_v5_2_4_candidate,344287423,7919289,2548,0,Megaceryle alcyon,belted kingfisher,627288471,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/627288471/large.jpg,3c7e78cd30e0e84bbf76fadac5ada557ad06548732827603eb065a13ce7412b2,473,1024,
