taxon_id,class_index,scientific_name,observation_id,observer_id,photo_id,license_code,attribution,original_url,url,observation_url,cohort,split,selection_basis,strict10_taxon,sha256,width,height,dhash,difficulty,difficulty_bin
2548,0,Megaceryle alcyon,149018254,94514,256720151,cc-by,"(c) Chris Quirin, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/256720151/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/256720151/large.jpg,https://www.inaturalist.org/observations/149018254,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,08ecffb31eae546b795aac14f07d41b073558a01ad2c8940263c31f4c3058e49,1024,683,094d0fd57129f3f8,3.7479415,2
2548,0,Megaceryle alcyon,153375937,6084418,264894638,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/264894638/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/264894638/large.jpg,https://www.inaturalist.org/observations/153375937,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,4df158231f98b079bd95350d54c6196f5325f2e2c5cea2b1405f69f15528113e,1024,513,f107f01751476373,3.455421,1
2548,0,Megaceryle alcyon,153375937,6084418,264894652,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/264894652/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/264894652/large.jpg,https://www.inaturalist.org/observations/153375937,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,b00fbbfcad02f12cd99f6f5742afd547ff32d781d2c5e147ebfd9e897313c48c,1024,576,233f7377773f3f3b,3.3061,1
2548,0,Megaceryle alcyon,171008453,2600189,296690509,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/296690509/square.png,https://inaturalist-open-data.s3.amazonaws.com/photos/296690509/large.png,https://www.inaturalist.org/observations/171008453,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,12acf537824b5b6c254b236f6e3df27f7ea67c3dbb10734cc0da9fab4b037966,1024,1024,b6a4a1e2f0c0c2f0,3.9063728,2
2548,0,Megaceryle alcyon,171008453,2600189,296692518,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/296692518/square.png,https://inaturalist-open-data.s3.amazonaws.com/photos/296692518/large.png,https://www.inaturalist.org/observations/171008453,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,8aaa5c54fbf0170098c44bcb2d5a28fc39e590540a94594cc73e41a34eeb2610,1024,1024,70745073716062e9,3.8514311,2
2548,0,Megaceryle alcyon,184565026,4795714,322187145,cc-by,"(c) directionless, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/322187145/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/322187145/large.jpeg,https://www.inaturalist.org/observations/184565026,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,f09c758e67d1c9f61b3c16244bf15145aad78059d8553fa7e5101d46f2699c59,710,538,3818183c74301814,3.7774513,2
2548,0,Megaceryle alcyon,184565026,4795714,322187148,cc-by,"(c) directionless, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/322187148/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/322187148/large.jpeg,https://www.inaturalist.org/observations/184565026,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,92c33553bb685f8477eb7d98c6cce4997339cc0f1893384f25460c8c36cd4ded,911,504,1e838799030a949e,3.7106712,2
2548,0,Megaceryle alcyon,184663332,725612,322383037,cc-by,"(c) Torrey Brownell, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/322383037/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/322383037/large.jpg,https://www.inaturalist.org/observations/184663332,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,350169264ac4c120ec4473190a09787ab406bc0eb6dd3899eb8c07dedb74b06d,768,1024,8979ed7134346480,3.6311004,2
2548,0,Megaceryle alcyon,184663332,725612,322383048,cc-by,"(c) Torrey Brownell, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/322383048/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/322383048/large.jpg,https://www.inaturalist.org/observations/184663332,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,32283dc565ef77aa8484bf7e881fd9ef6ac50c8329ad5291244050b987d3e876,768,1024,2023232b08190d0d,4.5602765,2
4205,1,Podiceps nigricollis,13425387,110521,19699021,cc-by,"(c) Fue Her, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/19699021/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/19699021/large.jpg,https://www.inaturalist.org/observations/13425387,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,d49ca33f94987e74daf190bed236925deb611a34c1c97ac2879571e48d97014a,1024,865,092b070b09212315,2.9047606,0
4205,1,Podiceps nigricollis,13425387,110521,19699024,cc-by,"(c) Fue Her, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/19699024/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/19699024/large.jpg,https://www.inaturalist.org/observations/13425387,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,20ddc97c6c125fefa63807f4475a4e54d4e8dd29cb2de3ea406a4b9c1a5e726d,1020,997,050303030a081c02,3.1143084,1
4205,1,Podiceps nigricollis,19898840,28726,30689137,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/30689137/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/30689137/large.jpeg,https://www.inaturalist.org/observations/19898840,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,a5cf5d1f8257f467f07fcfd57b66a49e7a518c11c526dddae16f5f576b56dd2d,1024,768,fbffef9a72436343,3.8644414,2
4205,1,Podiceps nigricollis,19898840,28726,30689162,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/30689162/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/30689162/large.jpeg,https://www.inaturalist.org/observations/19898840,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,867fb45be9c664179579587a994683ded857c6ac3308de83e6a5e73b79d2cf45,1024,768,c3860d113272616d,4.542918,2
4205,1,Podiceps nigricollis,41752025,83785,66242929,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/66242929/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/66242929/large.jpeg,https://www.inaturalist.org/observations/41752025,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,d733bba05873c0e077b4a73d44655610645b67e605ef24c7b4c02b3587e08b23,1024,768,070f0f0f37370f0f,3.1704457,1
4205,1,Podiceps nigricollis,41752025,83785,66243183,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/66243183/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/66243183/large.jpeg,https://www.inaturalist.org/observations/41752025,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,cc2944f84c26694da9c0c6d1fac5a892ee3e63183f61728f108b809b6f3c4edf,1024,768,0f0f0f2737270f1f,2.4400485,0
4205,1,Podiceps nigricollis,47997181,2512887,76138633,cc-by,"(c) marius, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/76138633/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/76138633/large.jpg,https://www.inaturalist.org/observations/47997181,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,d0c8980a3700405804ae83e34b35c405d59eda1d5e0463f52a1f83df449f96bf,1024,768,4753129a9c1607c4,2.9429212,0
4205,1,Podiceps nigricollis,47997181,2512887,76139061,cc-by,"(c) marius, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/76139061/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/76139061/large.jpeg,https://www.inaturalist.org/observations/47997181,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,5953508575a6c74a96a3b3a2def5004e0377907e9bdaf614f8ad2ba6b5e4517c,1024,768,514799d7702e398d,2.3755698,0
4205,1,Podiceps nigricollis,80070349,2640786,131202013,cc-by,"(c) Artem Kuznetsov, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/131202013/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/131202013/large.jpg,https://www.inaturalist.org/observations/80070349,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,c70f1b66e39fd7dc607bc3b338839193822859a9605fabb0fe25ffae47e9a09f,1024,683,870a125219181113,2.5649269,0
4205,1,Podiceps nigricollis,80070349,2640786,131202030,cc-by,"(c) Artem Kuznetsov, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/131202030/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/131202030/large.jpg,https://www.inaturalist.org/observations/80070349,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,633732551953485830b69f0e2aa2ba45d5797f65c2dc70719ef26db94e0a7f9b,1024,683,0707234d64641b07,2.6624346,0
4205,1,Podiceps nigricollis,82856394,4494687,136025041,cc-by,"(c) Марина, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/136025041/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/136025041/large.jpeg,https://www.inaturalist.org/observations/82856394,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,66be0a1956e57b513760cacb667f9d7744aacfffc6d8c65717a9465ef5178475,847,847,1b1f1f3733332e4f,2.8837085,0
4205,1,Podiceps nigricollis,82856394,4494687,136026537,cc-by,"(c) Марина, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/136026537/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/136026537/large.jpeg,https://www.inaturalist.org/observations/82856394,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,0c04b161e08ef09395bd7bcf010900275e2cb6cd2bbd46f136b24fcc43dcb777,1024,1024,c8989c8a2a8e4e4e,3.1488273,1
4205,1,Podiceps nigricollis,104302369,385459,174740510,cc-by,"(c) crothfels, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/174740510/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/174740510/large.jpg,https://www.inaturalist.org/observations/104302369,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,ecda3eb9a0c605cff166b34fc6384a242dcf9aa59b4fa84eb29976a1cbfef1ac,768,1024,0b2e1652ac6d54d2,3.79211,2
4205,1,Podiceps nigricollis,104302369,385459,174740533,cc-by,"(c) crothfels, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/174740533/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/174740533/large.jpg,https://www.inaturalist.org/observations/104302369,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,0b3ed58e30422e00ba2b24751fefeb4837dddb1bc2a7de1045a443ff04dfab1a,768,1024,7604030310251425,4.8005886,2
4205,1,Podiceps nigricollis,117883042,5701712,199121197,cc-by,"(c) موسی مزینانیان Mousa Mazinanian, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/199121197/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/199121197/large.jpeg,https://www.inaturalist.org/observations/117883042,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,2f3b1e8ea49c5c24369a5f8bd72690f7c918dbc26fd8faf68ef694dfa3ddb8d4,1024,768,e3348c6ce0e8ec64,2.8327367,0
4205,1,Podiceps nigricollis,117883042,5701712,199121228,cc-by,"(c) موسی مزینانیان Mousa Mazinanian, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/199121228/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/199121228/large.jpeg,https://www.inaturalist.org/observations/117883042,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,43cd0fefa7ac8e2bb97fcaa6430c6bb8eea99f7c3c8e4e978c1ae9580fe5614d,1024,768,48247431347475b4,2.6142342,0
4205,1,Podiceps nigricollis,141141661,3138967,241724727,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/241724727/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/241724727/large.jpeg,https://www.inaturalist.org/observations/141141661,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,6962b723f80f33c8ab91df80de0006098cf18e57c9c597fd97bda43341135fe2,1024,696,0cc3b378d2b0d198,2.451853,0
4205,1,Podiceps nigricollis,141141661,3138967,241724822,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/241724822/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/241724822/large.jpeg,https://www.inaturalist.org/observations/141141661,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,4bdb22947d9c135a8dbb197b817982abb486c01956b48955fd8e467611626dba,1024,725,5a545a98cbf1e1fa,2.768528,0
4205,1,Podiceps nigricollis,141838314,5847412,243076107,cc-by,"(c) Jennifer Frisk, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/243076107/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/243076107/large.jpeg,https://www.inaturalist.org/observations/141838314,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,758e9d6d8b14063c2af0619aae3b807222507e8f0f673bf92838f50a51bf031c,761,1024,4d6563fa0f1e4c00,3.984139,2
4205,1,Podiceps nigricollis,141838314,5847412,243076125,cc-by,"(c) Jennifer Frisk, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/243076125/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/243076125/large.jpeg,https://www.inaturalist.org/observations/141838314,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,de657b4c909a875df1816f2b1a3e324aeb1839b26bccae6e83add4fdf02c4a0d,768,1024,0452130d00000006,4.8011093,2
4205,1,Podiceps nigricollis,258494163,5418083,463797573,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/463797573/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/463797573/large.jpeg,https://www.inaturalist.org/observations/258494163,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,3adadcb4d58416f316e3412a1e8c98b1cbd245b0f999594c96b564214ffb0815,768,1024,08a423b5c63677b1,2.5949736,0
4205,1,Podiceps nigricollis,258494163,5418083,463798330,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/463798330/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/463798330/large.jpeg,https://www.inaturalist.org/observations/258494163,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,9a33490746f99b8ffa139392138ccd2edcd8fe27cc7288e6fd4f3b40d594641c,768,1024,84cf244c52632272,3.276622,1
4205,1,Podiceps nigricollis,261058113,6914034,468929118,cc-by,"(c) Samuel Maddux, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/468929118/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/468929118/large.jpg,https://www.inaturalist.org/observations/261058113,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,b5acc22e46a1252029a3f6a674bc98bf1a882ba2f9c7868a633fc4faec5b85e5,1024,683,79b932b0cc9db6f2,2.7753537,0
4205,1,Podiceps nigricollis,261058113,6914034,468929151,cc-by,"(c) Samuel Maddux, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/468929151/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/468929151/large.jpg,https://www.inaturalist.org/observations/261058113,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,a4976d5692654c19b611aadfa6af16178a95b0c2aecb359a5fadfcbcfd9091ba,1024,683,c8a2dc18989969c0,2.763117,0
4205,1,Podiceps nigricollis,266284557,1416674,478422968,cc-by,"(c) Rhonda L Broussard, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/478422968/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/478422968/large.jpeg,https://www.inaturalist.org/observations/266284557,INDEPENDENT_EXPANDED_SAME_PLATFORM_COHORT_V2,external_feasibility_test,frozen_metadata_only_v2,True,78aaf8f648b228ae1f864547cb96973e0adb4f5bb07ff20b07c640248a539a70,1024,768,01020231b1080208,3.0488753,0
