branch,mode,model,policy,seed,before,after,delta
primary,full8,probability_mlp,all,20260821,2,3,0.027237928242392535
primary,full8,probability_mlp,all,20260821,2,4,0.03696074263038548
primary,full8,probability_mlp,all,20260821,2,5,0.05826241134751773
primary,full8,probability_mlp,k1,20260819,1,2,0.06294879774672346
primary,full8,probability_mlp,k1,20260819,2,3,0.02586212150944294
primary,full8,probability_mlp,k1,20260819,2,4,0.04624149659863946
primary,full8,probability_mlp,k1,20260819,2,5,0.06152482269503545
primary,full8,probability_mlp,k1,20260820,1,2,0.07176144589930995
primary,full8,probability_mlp,k1,20260820,2,3,0.029825318530675677
primary,full8,probability_mlp,k1,20260820,2,4,0.028464427437641722
primary,full8,probability_mlp,k1,20260820,2,5,0.06351063829787233
primary,full8,probability_mlp,k1,20260821,1,2,0.0626930451429717
primary,full8,probability_mlp,k1,20260821,2,3,0.022885500742643606
primary,full8,probability_mlp,k1,20260821,2,4,0.031071428571428566
primary,full8,probability_mlp,k1,20260821,2,5,0.03613475177304964
primary,full8,set_transformer,all,20260819,1,2,0.07485495320498711
primary,full8,set_transformer,all,20260819,2,3,0.03530890323301038
primary,full8,set_transformer,all,20260819,2,4,0.06699971655328797
primary,full8,set_transformer,all,20260819,2,5,0.0651418439716312
primary,full8,set_transformer,all,20260820,1,2,0.08368300698872733
primary,full8,set_transformer,all,20260820,2,3,0.03861257459471746
primary,full8,set_transformer,all,20260820,2,4,0.056855867346938774
primary,full8,set_transformer,all,20260820,2,5,0.07354609929078013
primary,full8,set_transformer,all,20260821,1,2,0.0862395832188266
primary,full8,set_transformer,all,20260821,2,3,0.038338651262758414
primary,full8,set_transformer,all,20260821,2,4,0.04828302154195012
primary,full8,set_transformer,all,20260821,2,5,0.09677304964539007
primary,full8,set_transformer,k1,20260819,1,2,0.06168372370553555
primary,full8,set_transformer,k1,20260819,2,3,0.030873938396259827
primary,full8,set_transformer,k1,20260819,2,4,0.028597647392290253
primary,full8,set_transformer,k1,20260819,2,5,0.024397163120567368
primary,full8,set_transformer,k1,20260820,1,2,0.07068779044316213
primary,full8,set_transformer,k1,20260820,2,3,0.028924941625834484
primary,full8,set_transformer,k1,20260820,2,4,0.04112174036281179
primary,full8,set_transformer,k1,20260820,2,5,0.011985815602836878
primary,full8,set_transformer,k1,20260821,1,2,0.05982644874529176
primary,full8,set_transformer,k1,20260821,2,3,0.01305741299044871
primary,full8,set_transformer,k1,20260821,2,4,0.045066609977324264
primary,full8,set_transformer,k1,20260821,2,5,0.0425177304964539
primary,strict10,deepsets,all,20260819,1,2,0.07615367312640298
primary,strict10,deepsets,all,20260819,2,3,0.03288086543086544
primary,strict10,deepsets,all,20260819,2,4,0.033748412698412694
primary,strict10,deepsets,all,20260819,2,5,0.04206349206349206
primary,strict10,deepsets,all,20260820,1,2,0.06960640937924692
primary,strict10,deepsets,all,20260820,2,3,0.02436763606763607
primary,strict10,deepsets,all,20260820,2,4,0.03108968253968254
primary,strict10,deepsets,all,20260820,2,5,0.05654761904761905
primary,strict10,deepsets,all,20260821,1,2,0.0692377741056399
primary,strict10,deepsets,all,20260821,2,3,0.03313752451252452
primary,strict10,deepsets,all,20260821,2,4,0.05756666666666666
primary,strict10,deepsets,all,20260821,2,5,0.07166666666666666
primary,strict10,deepsets,k1,20260819,1,2,0.0683760125989733
primary,strict10,deepsets,k1,20260819,2,3,0.030790753690753698
primary,strict10,deepsets,k1,20260819,2,4,0.05413571428571428
primary,strict10,deepsets,k1,20260819,2,5,0.07642857142857142
primary,strict10,deepsets,k1,20260820,1,2,0.06488520699590762
primary,strict10,deepsets,k1,20260820,2,3,0.02878837643837644
primary,strict10,deepsets,k1,20260820,2,4,0.022819841269841268
primary,strict10,deepsets,k1,20260820,2,5,0.0003968253968253967
primary,strict10,deepsets,k1,20260821,1,2,0.0653566768750959
primary,strict10,deepsets,k1,20260821,2,3,0.03045583860583861
primary,strict10,deepsets,k1,20260821,2,4,0.03821666666666667
primary,strict10,deepsets,k1,20260821,2,5,0.059126984126984125
primary,strict10,mean_feature,all,20260819,1,2,0.05584424185651673
primary,strict10,mean_feature,all,20260819,2,3,0.01876950734450735
primary,strict10,mean_feature,all,20260819,2,4,0.03066904761904762
primary,strict10,mean_feature,all,20260819,2,5,0.021428571428571422
primary,strict10,mean_feature,all,20260820,1,2,0.054068092576921495
primary,strict10,mean_feature,all,20260820,2,3,0.022223364598364603
primary,strict10,mean_feature,all,20260820,2,4,0.03263492063492064
primary,strict10,mean_feature,all,20260820,2,5,0.03658730158730158
primary,strict10,mean_feature,all,20260821,1,2,0.0504882018237517
primary,strict10,mean_feature,all,20260821,2,3,0.0179245596995597
primary,strict10,mean_feature,all,20260821,2,4,0.03841481481481481
primary,strict10,mean_feature,all,20260821,2,5,0.022738095238095234
primary,strict10,mean_feature,k1,20260819,1,2,0.05757890459218969
primary,strict10,mean_feature,k1,20260819,2,3,0.017760163910163912
primary,strict10,mean_feature,k1,20260819,2,4,0.027135449735449742
primary,strict10,mean_feature,k1,20260819,2,5,0.039642857142857146
primary,strict10,mean_feature,k1,20260820,1,2,0.05910188038374133
primary,strict10,mean_feature,k1,20260820,2,3,0.016177216302216305
primary,strict10,mean_feature,k1,20260820,2,4,0.02842513227513228
primary,strict10,mean_feature,k1,20260820,2,5,0.026507936507936508
primary,strict10,mean_feature,k1,20260821,1,2,0.05706824599748278
primary,strict10,mean_feature,k1,20260821,2,3,0.02562032504532505
primary,strict10,mean_feature,k1,20260821,2,4,0.030874338624338624
primary,strict10,mean_feature,k1,20260821,2,5,0.026984126984126982
primary,strict10,probability_mlp,all,20260819,1,2,0.06575918147217244
primary,strict10,probability_mlp,all,20260819,2,3,0.025665869315869318
primary,strict10,probability_mlp,all,20260819,2,4,0.04192380952380953
primary,strict10,probability_mlp,all,20260819,2,5,0.07126984126984127
primary,strict10,probability_mlp,all,20260820,1,2,0.05559180340815017
primary,strict10,probability_mlp,all,20260820,2,3,0.03136590076590076
primary,strict10,probability_mlp,all,20260820,2,4,0.04188015873015873
primary,strict10,probability_mlp,all,20260820,2,5,0.06492063492063492
primary,strict10,probability_mlp,all,20260821,1,2,0.08267454332805191
primary,strict10,probability_mlp,all,20260821,2,3,0.025339812964812972
primary,strict10,probability_mlp,all,20260821,2,4,0.034062698412698406
primary,strict10,probability_mlp,all,20260821,2,5,0.05091269841269842
primary,strict10,probability_mlp,k1,20260819,1,2,0.0674839666076434
primary,strict10,probability_mlp,k1,20260819,2,3,0.02853700466200467
primary,strict10,probability_mlp,k1,20260819,2,4,0.04579047619047619
primary,strict10,probability_mlp,k1,20260819,2,5,0.0736111111111111
primary,strict10,probability_mlp,k1,20260820,1,2,0.07006288674729448
primary,strict10,probability_mlp,k1,20260820,2,3,0.030745626595626598
primary,strict10,probability_mlp,k1,20260820,2,4,0.0285468253968254
primary,strict10,probability_mlp,k1,20260820,2,5,0.07107142857142856
primary,strict10,probability_mlp,k1,20260821,1,2,0.06546940921332696
primary,strict10,probability_mlp,k1,20260821,2,3,0.022068268768268774
primary,strict10,probability_mlp,k1,20260821,2,4,0.027466666666666674
primary,strict10,probability_mlp,k1,20260821,2,5,0.02853174603174603
primary,strict10,set_transformer,all,20260819,1,2,0.07082323782527579
primary,strict10,set_transformer,all,20260819,2,3,0.03840708273208274
primary,strict10,set_transformer,all,20260819,2,4,0.07137301587301587
primary,strict10,set_transformer,all,20260819,2,5,0.07527777777777776
primary,strict10,set_transformer,all,20260820,1,2,0.08029567489808168
primary,strict10,set_transformer,all,20260820,2,3,0.03888894068894069
primary,strict10,set_transformer,all,20260820,2,4,0.07234523809523809
primary,strict10,set_transformer,all,20260820,2,5,0.09063492063492064
primary,strict10,set_transformer,all,20260821,1,2,0.08541257562932822
primary,strict10,set_transformer,all,20260821,2,3,0.03616547989047989
primary,strict10,set_transformer,all,20260821,2,4,0.05957698412698413
primary,strict10,set_transformer,all,20260821,2,5,0.11186507936507935
primary,strict10,set_transformer,k1,20260819,1,2,0.0636682621326914
primary,strict10,set_transformer,k1,20260819,2,3,0.027197858622858628
primary,strict10,set_transformer,k1,20260819,2,4,0.032029365079365074
primary,strict10,set_transformer,k1,20260819,2,5,0.02730158730158731
primary,strict10,set_transformer,k1,20260820,1,2,0.07185618388220016
primary,strict10,set_transformer,k1,20260820,2,3,0.03056260128760129
primary,strict10,set_transformer,k1,20260820,2,4,0.03138968253968254
primary,strict10,set_transformer,k1,20260820,2,5,0.01103174603174603
primary,strict10,set_transformer,k1,20260821,1,2,0.06317834986745405
primary,strict10,set_transformer,k1,20260821,2,3,0.01890208032708033
primary,strict10,set_transformer,k1,20260821,2,4,0.049974603174603185
primary,strict10,set_transformer,k1,20260821,2,5,0.051150793650793655
